algo,no,entropy,cm,dm,discern,precision,ilm,hellinger,bivariate_corr,avg_eq_size,ambiguity,granularity,dse,auroc,lr_acc
datafly,1,0.8424145185073939,0.570264765784114,0.2,0.4041578464407306,0.33333333333333337,0.2,0.2090605378873136,0.0,0.125,0.125,0.21428571428571427,0.3187924446903525,0.5837739318311598,0.4305084745762712
datafly_shuffled,1,0.7399412046628999,0.551255940257977,0.4,0.19082337010751116,0.2962962962962963,0.18888888888888888,0.2579704185640458,0.0033841478847599364,0.0625,0.0625,0.19047619047619047,0.2795101556084463,0.6193087005096872,0.4779661016949153
mondrian,1,0.4035300514019527,0.4460285132382892,0.7666666666666667,0.02567371316878744,0.5274697644011968,0.15519348268839106,0.2375073036269676,0.027602138947398262,0.006493506493506494,0.005021374321113374,0.1171321889244496,0.20925477062427209,0.6270215357902594,0.4610169491525424
datafly,2,0.8099464808506587,0.5566870332654447,0.26666666666666666,0.27798172029778834,0.2777777777777778,0.21111111111111108,0.2579704185640458,0.002793473510747657,0.125,0.125,0.21428571428571427,0.31110135811670275,0.6031863629025899,0.43389830508474575
datafly_shuffled,2,0.8424145185073939,0.570264765784114,0.2,0.4041578464407306,0.33333333333333337,0.2,0.2090605378873136,0.0,0.125,0.125,0.21428571428571427,0.3187924446903525,0.5837739318311598,0.4305084745762712
mondrian,2,0.4407391297034991,0.428377460964019,0.8,0.021138584588213556,0.5956098664856302,0.1311835256845441,0.19290105973064164,0.06188561640545316,0.007246376811594205,0.006725552125763748,0.1116930139333398,0.2429004414347555,0.667234581168783,0.5152542372881356
datafly,3,0.7568738821694697,0.5498981670061099,0.3333333333333333,0.20667235401287445,0.3701189308792841,0.17786075280983632,0.2090605378873136,0.4939299559878279,0.0625,0.06313645621181263,0.190540846345327,0.3035019995036671,0.6095303043961304,0.4406779661016949
datafly_shuffled,3,0.8424145185073939,0.570264765784114,0.2,0.4041578464407306,0.33333333333333337,0.2,0.2090605378873136,0.0,0.125,0.125,0.21428571428571427,0.3187924446903525,0.5837739318311598,0.4305084745762712
mondrian,3,0.3047037651240156,0.41683638832315006,0.9,0.009615486542328558,0.6871841291393226,0.1259560986648564,0.2483209453539389,0.029123913062844755,0.003636363636363637,0.003166100320084437,0.09099505382601106,0.2427671264494725,0.6574837353441526,0.4542372881355932
datafly,4,0.8424145185073939,0.570264765784114,0.2,0.4041578464407306,0.33333333333333337,0.2,0.2090605378873136,0.0,0.125,0.125,0.21428571428571427,0.3187924446903525,0.5837739318311598,0.4305084745762712
datafly_shuffled,4,0.6816847856069305,0.5329260013577732,0.4666666666666667,0.12645311926051594,0.4632898343013754,0.16938975635513312,0.2090605378873136,0.4901531333828014,0.03571428571428571,0.02682662932790224,0.16245595318915074,0.3132561918033715,0.6163816922939195,0.4508474576271186
mondrian,4,0.359159692507489,0.4134419551934827,0.8333333333333334,0.017110431763598128,0.6014935505770536,0.14236252545824848,0.25284414783823883,0.02343160289777603,0.004132231404958678,0.0034214493699083505,0.10464552419745904,0.2547855572904267,0.6595375565826171,0.4508474576271186
datafly,5,0.7720807304972542,0.5641547861507128,0.3333333333333333,0.2494574207193617,0.3693646124060246,0.17810967790601195,0.2090605378873136,0.4940548167943273,0.07142857142857142,0.06504582484725051,0.19073481395273656,0.3147380301445885,0.6046316352209139,0.4305084745762712
datafly_shuffled,5,0.7642970980230971,0.538357094365241,0.3333333333333333,0.2297305331679671,0.4257750622312741,0.17750622312740438,0.2090605378873136,0.4925586223777345,0.07142857142857142,0.05352596741344196,0.1863462968350952,0.31328821083213937,0.6059387800197935,0.4372881355932203
mondrian,5,0.3538170871431925,0.4596062457569586,0.8666666666666667,0.014216061084126175,0.6260591888562017,0.12970506147695554,0.2025355466443754,0.03748710755963472,0.006578947368421052,0.005237172755431093,0.09796980570911323,0.2257158627727789,0.6696498826183972,0.4779661016949153
datafly,6,0.7724678478132779,0.5478615071283096,0.4,0.2403484490459408,0.31968016896733803,0.19805385833899072,0.2579704185640458,0.0035109407085742545,0.06666666666666668,0.08827647657841141,0.2002958006012996,0.2904643781065433,0.5948100184258714,0.4813559322033898
datafly_shuffled,6,0.7731921217285862,0.5641547861507128,0.3333333333333333,0.2504409536859211,0.4018631666289507,0.19212491513917174,0.2090605378873136,0.4839445823343803,0.0625,0.07947216564833673,0.19676397374971716,0.3233490087723761,0.5608472352846867,0.4169491525423729
mondrian,6,0.390540499517778,0.4215885947046843,0.8333333333333334,0.01972827021254728,0.6016192703225969,0.15815041110356792,0.22803119973962396,0.03397633804989966,0.00411522633744856,0.006190075327244569,0.11200012931173828,0.3047915928377171,0.6536328301706485,0.4949152542372882
datafly,7,0.8124815343042255,0.5417515274949084,0.3333333333333333,0.3613451265111911,0.39134042392698204,0.18778758391793013,0.2090605378873136,0.4910840997557353,0.07692307692307693,0.09226493550577054,0.2011039989655061,0.3275285912296982,0.6325786597195148,0.42372881355932196
datafly_shuffled,7,0.8410910597715525,0.572980312287848,0.26666666666666666,0.4091713757801089,0.28641472429659803,0.2281511654220412,0.26741499550072306,0.005163986788978559,0.125,0.16806687033265444,0.2224889276824104,0.3192537210506881,0.5632112637203187,0.4372881355932203
mondrian,7,0.4531894575451865,0.4467073998642227,0.8,0.022934200538408254,0.5680520982625532,0.14943048955268898,0.19040869287017995,0.033311080420773624,0.008130081300813009,0.00837611180944501,0.11504703714479682,0.250990218222511,0.6375702694542694,0.4847457627118644
datafly,8,0.7725646307903001,0.5587236931432451,0.3333333333333333,0.25873784237570685,0.3701189308792841,0.1778607528098363,0.15673202919083914,0.4807089059891858,0.06666666666666668,0.06313645621181263,0.190540846345327,0.2878309044707448,0.6041820591571162,0.4305084745762712
datafly_shuffled,8,0.7752741769895876,0.5594025797691785,0.3333333333333333,0.2533233413020705,0.4008825526137135,0.19262276533152295,0.21291990331145166,0.4728271366135717,0.06666666666666668,0.08089358452138493,0.19712766301361007,0.3124026756019763,0.5629014419083852,0.4203389830508473
mondrian,8,0.4064539033773879,0.4555329260013578,0.8,0.024798949546233653,0.5140931834753967,0.16766236705136914,0.257744963172858,0.037702869597628634,0.006666666666666667,0.006707734666709097,0.1278165712992597,0.22377800985331234,0.6035193191447745,0.42372881355932196
datafly,9,0.7725646307903001,0.5587236931432451,0.3333333333333333,0.25873784237570685,0.3701189308792841,0.1778607528098363,0.15673202919083914,0.4807089059891858,0.06666666666666668,0.06313645621181263,0.190540846345327,0.2878309044707448,0.6041820591571162,0.4305084745762712
datafly_shuffled,9,0.8424145185073939,0.570264765784114,0.2,0.4041578464407306,0.33333333333333337,0.2,0.2090605378873136,0.0,0.125,0.125,0.21428571428571427,0.3187924446903525,0.5837739318311598,0.4305084745762712
mondrian,9,0.39195052850631257,0.4209097080787508,0.8333333333333334,0.02382647786889515,0.5522616982223228,0.15532926001357775,0.27341534273923523,0.031427713676407336,0.004329004329004329,0.005632803218346911,0.12055086800504315,0.2634634926980076,0.6802204931545609,0.4711864406779661
datafly,10,0.8099464808506587,0.5566870332654447,0.26666666666666666,0.27798172029778834,0.2592592592592593,0.21111111111111108,0.2579704185640458,0.002793473510747657,0.125,0.125,0.21428571428571427,0.31110135811670275,0.6031863629025899,0.43389830508474575
datafly_shuffled,10,0.8108240723306109,0.5573659198913782,0.26666666666666666,0.2808088014678331,0.29984159312061553,0.22009504412763067,0.26741499550072306,0.0023338932407601628,0.125,0.13785641547861507,0.21673455532926,0.3186634211984695,0.601492910516623,0.4372881355932203
mondrian,10,0.4406221049782271,0.4446707399864223,0.8666666666666667,0.0374770305416022,0.6000854894269694,0.14829146865806744,0.20731727360853164,0.0256301023207979,0.00598802395209581,0.007088613930965717,0.11170109591698188,0.2798538606976134,0.6753657967992278,0.4983050847457627
datafly,11,0.8192948147547361,0.5682281059063137,0.26666666666666666,0.30963359940342783,0.2937693294108773,0.2157803424605869,0.26741499550072306,0.4902338506407169,0.125,0.1517735913102512,0.21925613422558432,0.3127416860989573,0.6140489499259659,0.4271186440677966
datafly_shuffled,11,0.8410910597715525,0.572980312287848,0.26666666666666666,0.4091713757801089,0.28641472429659803,0.2281511654220412,0.26741499550072306,0.005163986788978559,0.125,0.16806687033265444,0.2224889276824104,0.3192537210506881,0.5632112637203187,0.4372881355932203
