algo,no,knn_auroc,knn_acc,knn_pca_auroc,knn_pca_acc,rf_auroc,rf_acc,rf_pca_auroc,rf_pca_acc,lr_auroc,lr_acc,lr_pca_auroc,lr_pca_acc
datafly_shuffled,165,0.5313198355752974,0.4372881355932203,0.5620974501789976,0.4033898305084746,0.5822770229040486,0.4372881355932203,0.5824629449433278,0.4372881355932203,0.5632112637203187,0.4372881355932203,0.5622162223536895,0.4372881355932203
mondrian,165,0.5610996066457224,0.39661016949152544,0.5409504086840223,0.3593220338983051,0.6176309738511708,0.4372881355932203,0.5964163995752451,0.42372881355932196,0.6549205243398293,0.4813559322033898,0.6497133767683604,0.4813559322033898
datafly,166,0.5245249987979621,0.4372881355932203,0.5254048541685443,0.4372881355932203,0.5712869158600773,0.4372881355932203,0.5714257613597475,0.4372881355932203,0.5988529011438443,0.43389830508474575,0.5963331145697498,0.4372881355932203
datafly_shuffled,166,0.5086517542496011,0.4203389830508473,0.5020964952460626,0.2644067796610169,0.6219709160920863,0.4711864406779661,0.5999497487659117,0.4406779661016949,0.6279967582303968,0.42372881355932196,0.6257689323732389,0.42372881355932196
mondrian,166,0.5610314538207923,0.4542372881355932,0.5681477972646883,0.39661016949152544,0.6855890017074809,0.4847457627118644,0.673666031329709,0.4745762711864407,0.6376647473092966,0.4372881355932203,0.6380133311228352,0.4576271186440678
datafly,167,0.5235148897744617,0.4372881355932203,0.550606124345928,0.4101694915254237,0.5746997872454769,0.4372881355932203,0.5104199159079275,0.4372881355932203,0.5670214500458384,0.4610169491525424,0.5731829668358763,0.4372881355932203
datafly_shuffled,167,0.4992333928096932,0.4372881355932203,0.5550516294338311,0.4406779661016949,0.5776871257214583,0.43389830508474575,0.5732299024056676,0.4271186440677966,0.5865989772151142,0.4271186440677966,0.5990016447942983,0.4305084745762712
mondrian,167,0.495380467583346,0.4,0.5802109487068202,0.4,0.656930454033754,0.4406779661016949,0.6199385796570952,0.4610169491525424,0.6166572382158194,0.4542372881355932,0.6561727066099405,0.5016949152542373
datafly,168,0.5417049154027266,0.4372881355932203,0.5072445615431289,0.3932203389830509,0.6073369169815641,0.4372881355932203,0.6070796695227724,0.4372881355932203,0.5835118188405191,0.4372881355932203,0.5835870329824849,0.4372881355932203
datafly_shuffled,168,0.4607009804840361,0.4372881355932203,0.5750528175648082,0.3830508474576271,0.623333474453173,0.4711864406779661,0.6090585507762093,0.4101694915254237,0.6325786597195148,0.42372881355932196,0.6332159318752258,0.42372881355932196
mondrian,168,0.6037424487979867,0.4508474576271186,0.5704146312031807,0.4440677966101695,0.6706204669079213,0.4610169491525424,0.65071810242205,0.4406779661016949,0.6721392040070931,0.5084745762711864,0.6181299479959484,0.4067796610169492
datafly,169,0.4954747805787911,0.42372881355932196,0.5692753132820305,0.4,0.606123847846567,0.4372881355932203,0.6033525124533523,0.4474576271186441,0.5979469845100764,0.4372881355932203,0.6018181776076109,0.4372881355932203
datafly_shuffled,169,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.5761151329561897,0.4203389830508473,0.5768699684650741,0.4203389830508473,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
mondrian,169,0.5347917126608926,0.42372881355932196,0.5771911622333498,0.4067796610169492,0.6242964901947702,0.4271186440677966,0.6483882681127596,0.4610169491525424,0.587762491653464,0.42372881355932196,0.6661768695687029,0.4813559322033898
datafly,170,0.4479150957931532,0.39661016949152544,0.532890770279215,0.42372881355932196,0.6106594472450592,0.4474576271186441,0.6003380326341355,0.4440677966101695,0.6095303043961304,0.4406779661016949,0.6128784083736578,0.4406779661016949
datafly_shuffled,170,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.5797402833304077,0.4372881355932203,0.5760787433122235,0.4169491525423729,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
mondrian,170,0.5971271305908172,0.4203389830508473,0.6415541866615982,0.4745762711864407,0.6902462122062638,0.4711864406779661,0.6608757607677179,0.4440677966101695,0.6163341577941873,0.4610169491525424,0.6365061061658468,0.4949152542372882
datafly,171,0.5028553996610091,0.4372881355932203,0.4507366947025045,0.2711864406779661,0.5843590276074925,0.4372881355932203,0.516388102659406,0.4203389830508473,0.5859643001786173,0.4610169491525424,0.5807693216813677,0.4305084745762712
datafly_shuffled,171,0.4848840680426346,0.4372881355932203,0.5361511588899434,0.4203389830508473,0.6136110460347136,0.464406779661017,0.6239260685245359,0.4372881355932203,0.6010395660763698,0.43389830508474575,0.6029946260117605,0.43389830508474575
mondrian,171,0.5181768408395847,0.43389830508474575,0.6020527459852025,0.4542372881355932,0.6659248073469819,0.464406779661017,0.6459808454056682,0.4372881355932203,0.6906253796745201,0.5322033898305085,0.6599171680116844,0.4711864406779661
datafly,172,0.5360328822819201,0.4372881355932203,0.5751791408182242,0.3932203389830509,0.604121676215182,0.4372881355932203,0.6077886623699404,0.4372881355932203,0.6140489499259659,0.4271186440677966,0.6030102879873315,0.4372881355932203
datafly_shuffled,172,0.5329172956695557,0.4372881355932203,0.5480624385080048,0.4542372881355932,0.6216362536701688,0.4372881355932203,0.6057281456732343,0.4372881355932203,0.6241449454778567,0.43389830508474575,0.603268522660514,0.43389830508474575
mondrian,172,0.5728667763529058,0.4542372881355932,0.5783490653172341,0.4271186440677966,0.6153617345840585,0.4474576271186441,0.612239655124588,0.4677966101694915,0.605654525017661,0.4203389830508473,0.605050908160717,0.43389830508474575
datafly,173,0.4943495323218484,0.4271186440677966,0.5092629317763511,0.31186440677966104,0.5697668495316435,0.4372881355932203,0.5696111881263323,0.4372881355932203,0.5696111881263323,0.4372881355932203,0.563089484688156,0.4372881355932203
datafly_shuffled,173,0.4733983654686846,0.4271186440677966,0.5502106837512956,0.4305084745762712,0.5692975699767405,0.4372881355932203,0.5554623350153877,0.4372881355932203,0.5969887253594103,0.43389830508474575,0.5954624420575112,0.43389830508474575
mondrian,173,0.5146018169699246,0.42372881355932196,0.5590612267336864,0.4440677966101695,0.6658133864156043,0.4610169491525424,0.6211740300866676,0.4372881355932203,0.5951271813427509,0.43389830508474575,0.5969464946343621,0.4101694915254237
datafly,174,0.4943495323218484,0.4271186440677966,0.5092629317763511,0.31186440677966104,0.5696111881263323,0.4372881355932203,0.5696111881263323,0.4372881355932203,0.5696111881263323,0.4372881355932203,0.563089484688156,0.4372881355932203
datafly_shuffled,174,0.4943495323218484,0.4271186440677966,0.5092629317763511,0.31186440677966104,0.5696111881263323,0.4372881355932203,0.5696111881263323,0.4372881355932203,0.5696111881263323,0.4372881355932203,0.563089484688156,0.4372881355932203
mondrian,174,0.5509243508007668,0.4305084745762712,0.5752721134721491,0.4135593220338983,0.6852980919203286,0.4813559322033898,0.642191312451339,0.4440677966101695,0.6692529968707679,0.4847457627118644,0.6920517561284555,0.5050847457627119
datafly,175,0.4974445810910268,0.4372881355932203,0.5523178828991154,0.4610169491525424,0.5919460742953602,0.4372881355932203,0.5908451149843822,0.4203389830508473,0.6041820591571162,0.4305084745762712,0.5963477659145451,0.4305084745762712
datafly_shuffled,175,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.5789851740303783,0.4372881355932203,0.565309195335661,0.4169491525423729,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
mondrian,175,0.4919140720545307,0.4135593220338983,0.5893784376195587,0.43389830508474575,0.6207977879619778,0.42372881355932196,0.5714158424616539,0.4372881355932203,0.6182679298791377,0.4372881355932203,0.6166020772193902,0.4440677966101695
datafly,176,0.5417049154027266,0.4372881355932203,0.5072445615431289,0.3932203389830509,0.6018488845412219,0.4372881355932203,0.6101906583621175,0.4372881355932203,0.5835118188405191,0.4372881355932203,0.5835870329824849,0.4372881355932203
datafly_shuffled,176,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.578933106968002,0.4203389830508473,0.5768699684650741,0.4203389830508473,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
mondrian,176,0.5230674662246543,0.4271186440677966,0.5865275953305868,0.4372881355932203,0.6341384152654225,0.4372881355932203,0.6374826085251858,0.4610169491525424,0.6433200508095837,0.4677966101694915,0.6171016110036041,0.43389830508474575
datafly,177,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.5781657074244863,0.4203389830508473,0.5766037247305915,0.42372881355932196,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
datafly_shuffled,177,0.4638812753393102,0.4033898305084746,0.4642717271316201,0.4067796610169492,0.5787248387184967,0.4203389830508473,0.5653360602570333,0.4169491525423729,0.5837739318311598,0.4305084745762712,0.58511553955833,0.4305084745762712
mondrian,177,0.5598799618221936,0.42372881355932196,0.6315721971491636,0.4508474576271186,0.7052352875667317,0.5016949152542373,0.6331305975973931,0.4305084745762712,0.6475532716388123,0.4576271186440678,0.6372268540831175,0.4711864406779661
datafly,178,0.4794496608365708,0.43389830508474575,0.5168767622038007,0.3898305084745763,0.6019399955729045,0.4440677966101695,0.6234733363680179,0.4440677966101695,0.6104982040228583,0.4610169491525424,0.6240611094267291,0.464406779661017
datafly_shuffled,178,0.5008358039107508,0.42372881355932196,0.5603727885363332,0.43389830508474575,0.5864797804797541,0.4474576271186441,0.6161031531069042,0.43389830508474575,0.5948137829535453,0.464406779661017,0.5950513768496793,0.464406779661017
mondrian,178,0.4837399445179925,0.42372881355932196,0.5970750358993522,0.4372881355932203,0.6206359791484813,0.4372881355932203,0.5768331289757961,0.4372881355932203,0.566993830183212,0.3932203389830509,0.5610284523912826,0.37627118644067803
datafly,179,0.4796854147418512,0.4135593220338983,0.5614515151967288,0.4,0.5779541441930679,0.42372881355932196,0.5930592897777215,0.4440677966101695,0.5750329059859589,0.4305084745762712,0.6095869942757379,0.4440677966101695
datafly_shuffled,179,0.468791973364548,0.4271186440677966,0.490876878470891,0.31186440677966104,0.5985018578446301,0.4372881355932203,0.5629318100331959,0.4372881355932203,0.5969936312632398,0.4508474576271186,0.5927890074259854,0.4271186440677966
mondrian,179,0.4855115268451866,0.4203389830508473,0.5741942969139219,0.3932203389830509,0.6438246037214143,0.4372881355932203,0.6362746366628566,0.4440677966101695,0.6410633440646175,0.4542372881355932,0.6297407989157936,0.4305084745762712
datafly,180,0.5046521141101935,0.4372881355932203,0.5357520314299533,0.3491525423728813,0.6221900238619192,0.43389830508474575,0.6308405660324764,0.4372881355932203,0.6127086886989281,0.4372881355932203,0.6108999487769955,0.4372881355932203
