,knn_pca_auroc,knn_pca_acc,rf_pca_auroc,rf_pca_acc,lr_auroc,lr_acc
25,0.6100657308908282,0.4745762711864407,0.652667341952568,0.48135593220338985,0.689049217643913,0.47796610169491527
26,0.6100657308908282,0.4745762711864407,0.6503421872922527,0.4576271186440678,0.689049217643913,0.47796610169491527
27,0.5618609652783596,0.42033898305084744,0.628697007002794,0.46440677966101696,0.6986152555103163,0.5152542372881356
28,0.6265487230424801,0.4610169491525424,0.6775288491432269,0.5220338983050847,0.7026062483763983,0.5254237288135594
29,0.6531251208891801,0.47796610169491527,0.6731507624552329,0.48135593220338985,0.7001518553706685,0.5220338983050847
30,0.603438270149568,0.4576271186440678,0.6940613310365514,0.511864406779661,0.6555010506411373,0.48135593220338985
31,0.5704233756802305,0.4033898305084746,0.6894471141018381,0.5084745762711864,0.6538678733844387,0.488135593220339
32,0.5590511616258561,0.39322033898305087,0.6834852537222186,0.488135593220339,0.6886765917705683,0.5254237288135594
33,0.6186708705266667,0.45084745762711864,0.6719575661745778,0.4576271186440678,0.679232766881325,0.4915254237288136
34,0.6131795793637899,0.4576271186440678,0.6672539460419364,0.4440677966101695,0.6801398174687315,0.47796610169491527
35,0.5998627605559791,0.4406779661016949,0.6588380434214962,0.47796610169491527,0.6780679338694312,0.47796610169491527
36,0.5998627605559791,0.4406779661016949,0.6368933560383644,0.4576271186440678,0.6780679338694312,0.47796610169491527
37,0.5596010404457242,0.37966101694915255,0.6634103946105548,0.4576271186440678,0.6650037920172372,0.4745762711864407
38,0.550206278523079,0.36610169491525424,0.6190799278763247,0.44745762711864406,0.6610327843947892,0.49830508474576274
39,0.5864090067504559,0.44745762711864406,0.6534884926128433,0.47796610169491527,0.6524916652486977,0.4847457627118644
40,0.5672713880403374,0.4610169491525424,0.6388966664881589,0.48135593220338985,0.6709268197887234,0.49491525423728816
41,0.6122442266156857,0.4711864406779661,0.6512395738712069,0.44745762711864406,0.6234882188043723,0.44745762711864406
42,0.651818766261847,0.5050847457627119,0.661806627755075,0.49491525423728816,0.6209885745545388,0.46440677966101696
43,0.6505004121583499,0.4542372881355932,0.6815166847976912,0.488135593220339,0.6119082302363236,0.43050847457627117
44,0.6505004121583499,0.4542372881355932,0.6870733951672081,0.5084745762711864,0.6119082302363236,0.43050847457627117
45,0.6539069059103086,0.4406779661016949,0.6803081768563829,0.49830508474576274,0.6224982918830501,0.44745762711864406
46,0.6247987173029427,0.44745762711864406,0.7021832663018159,0.5559322033898305,0.6654157647479731,0.49491525423728816
47,0.6247987173029427,0.44745762711864406,0.6915559923541373,0.5152542372881356,0.6654157647479731,0.49491525423728816
48,0.6247987173029427,0.44745762711864406,0.6927988896730864,0.5152542372881356,0.6654157647479731,0.49491525423728816
49,0.6247987173029427,0.44745762711864406,0.6979414434884023,0.5254237288135594,0.6654157647479731,0.49491525423728816
50,0.6247987173029427,0.44745762711864406,0.6937487529785972,0.5254237288135594,0.6654157647479731,0.49491525423728816
51,0.6247987173029427,0.44745762711864406,0.6986119683887496,0.5389830508474577,0.6654157647479731,0.49491525423728816
52,0.6247987173029427,0.44745762711864406,0.7008332677130732,0.5254237288135594,0.6654157647479731,0.49491525423728816
53,0.5585572513028371,0.47796610169491527,0.689776534483007,0.5050847457627119,0.6613112093925475,0.49830508474576274
54,0.5815650482136848,0.4610169491525424,0.6516657888027141,0.46440677966101696,0.6568894931709303,0.488135593220339
55,0.5815650482136848,0.4610169491525424,0.6269340607590183,0.45084745762711864,0.6568894931709303,0.488135593220339
56,0.5993714747550335,0.4271186440677966,0.6437344215633642,0.46779661016949153,0.6417876406671871,0.4610169491525424
57,0.5993714747550335,0.4271186440677966,0.6463207072660435,0.46440677966101696,0.6417876406671871,0.4610169491525424
58,0.5993714747550335,0.4271186440677966,0.6423558927993324,0.4610169491525424,0.6417876406671871,0.4610169491525424
59,0.5729026886001204,0.3898305084745763,0.6389895488987233,0.44745762711864406,0.6489883755599412,0.4847457627118644
60,0.5729026886001204,0.3898305084745763,0.6256032522877815,0.45084745762711864,0.6489883755599412,0.4847457627118644
61,0.5729026886001204,0.3898305084745763,0.634456412873981,0.4711864406779661,0.6489883755599412,0.4847457627118644
62,0.5729026886001204,0.3898305084745763,0.6368700001749943,0.4610169491525424,0.6489883755599412,0.4847457627118644
63,0.5729026886001204,0.3898305084745763,0.6389749325858876,0.4576271186440678,0.6489883755599412,0.4847457627118644
64,0.5796178688441701,0.43728813559322033,0.6158217384346054,0.4406779661016949,0.6547178092518454,0.48135593220338985
65,0.5796178688441701,0.43728813559322033,0.6272430691663846,0.44745762711864406,0.6547178092518454,0.48135593220338985
66,0.6055379138282085,0.41694915254237286,0.6363215546465032,0.4847457627118644,0.6877407944544922,0.49830508474576274
67,0.6055379138282085,0.41694915254237286,0.6359353928565826,0.46440677966101696,0.6877407944544922,0.49830508474576274
68,0.5915755642406689,0.4847457627118644,0.6331752381631358,0.47796610169491527,0.6839193129967093,0.5050847457627119
69,0.6214981740715189,0.4542372881355932,0.6462166810044753,0.4745762711864407,0.6746112423861281,0.5288135593220339
70,0.6214981740715189,0.4542372881355932,0.6602083557587154,0.4610169491525424,0.6746112423861281,0.5288135593220339
71,0.6214981740715189,0.4542372881355932,0.6629156077101841,0.46779661016949153,0.6746112423861281,0.5288135593220339
72,0.6214981740715189,0.4542372881355932,0.6400133013184156,0.46779661016949153,0.6746112423861281,0.5288135593220339
73,0.6214981740715189,0.4542372881355932,0.6585608204916458,0.4745762711864407,0.6746112423861281,0.5288135593220339
74,0.6214981740715189,0.4542372881355932,0.648260471350349,0.46440677966101696,0.6746112423861281,0.5288135593220339
75,0.6214981740715189,0.4542372881355932,0.65001747021594,0.46779661016949153,0.6746112423861281,0.5288135593220339
76,0.6214981740715189,0.4542372881355932,0.632219262530047,0.44745762711864406,0.6746112423861281,0.5288135593220339
77,0.6214981740715189,0.4542372881355932,0.6567595208832301,0.4711864406779661,0.6746112423861281,0.5288135593220339
78,0.5798055632006702,0.46440677966101696,0.5983026732027983,0.488135593220339,0.6878723786838399,0.5389830508474577
79,0.5665831934007343,0.4542372881355932,0.6192580557620819,0.45084745762711864,0.7021435299484596,0.5254237288135594
80,0.5665831934007343,0.4542372881355932,0.5875453809429502,0.4101694915254237,0.7021435299484596,0.5254237288135594
81,0.5665831934007343,0.4542372881355932,0.593665025316985,0.4101694915254237,0.7021435299484596,0.5254237288135594
82,0.5665831934007343,0.4542372881355932,0.6380139190284578,0.45084745762711864,0.7021435299484596,0.5254237288135594
83,0.5665831934007343,0.4542372881355932,0.5932075336151237,0.4440677966101695,0.7021435299484596,0.5254237288135594
84,0.5665831934007343,0.4542372881355932,0.6254665841956927,0.4406779661016949,0.7021435299484596,0.5254237288135594
85,0.5665831934007343,0.4542372881355932,0.6260130968891883,0.43050847457627117,0.7021435299484596,0.5254237288135594
86,0.5665831934007343,0.4542372881355932,0.6184422687524579,0.43050847457627117,0.7021435299484596,0.5254237288135594
87,0.5606839188508005,0.4033898305084746,0.6743233805459808,0.4847457627118644,0.6956369696833585,0.5050847457627119
88,0.5606839188508005,0.4033898305084746,0.6661271678119197,0.4915254237288136,0.6956369696833585,0.5050847457627119
89,0.5508881395572839,0.4135593220338983,0.6703077924058957,0.4711864406779661,0.6683068149540062,0.488135593220339
90,0.5508881395572839,0.4135593220338983,0.6788987653384563,0.47796610169491527,0.6683068149540062,0.488135593220339
91,0.5508881395572839,0.4135593220338983,0.6710217683346033,0.4711864406779661,0.6683068149540062,0.488135593220339
92,0.5508881395572839,0.4135593220338983,0.6750745987688208,0.4711864406779661,0.6683068149540062,0.488135593220339
93,0.6119916864012785,0.45084745762711864,0.6746886784922941,0.4915254237288136,0.6249201759824952,0.423728813559322
94,0.6119916864012785,0.45084745762711864,0.6789103754365322,0.4915254237288136,0.6249201759824952,0.423728813559322
95,0.6119916864012785,0.45084745762711864,0.6769292534642704,0.4915254237288136,0.6249201759824952,0.423728813559322
96,0.6119916864012785,0.45084745762711864,0.6772044755702177,0.4915254237288136,0.6249201759824952,0.423728813559322
97,0.6119916864012785,0.45084745762711864,0.6783601046705389,0.49491525423728816,0.6249201759824952,0.423728813559322
98,0.6119916864012785,0.45084745762711864,0.6773796813605785,0.5084745762711864,0.6249201759824952,0.423728813559322
99,0.6119916864012785,0.45084745762711864,0.6772534731290435,0.5050847457627119,0.6249201759824952,0.423728813559322
100,0.5715772339480212,0.4101694915254237,0.6576750578772341,0.3898305084745763,0.701309687815281,0.5050847457627119
