algo,no,precision,dm,cm,entropy,discern,ilm,lr_acc,auroc,hellinger,bivariate_corr,avg_eq_size,ambiguity,granularity,dse
datafly,12,0.01666666666666661,0.03,0.34824324324324324,0.9802401469572242,0.5440556245434623,0.04794180298719772,0.6,0.6551897957394582,0.4957945036047083,0.0,0.25,0.2178851351351352,0.04794180298719772,0.1135899559162266
datafly_shuffled,12,0.048801801801801714,0.0525,0.34662162162162163,0.9332660294318038,0.07029390065741417,0.04806411806543386,0.6148648648648649,0.6567212018935741,0.4957945036047083,0.0015363787762106235,0.04,0.040911486486486494,0.04580167140825035,0.11952147364922233
mondrian,12,0.43007286537549694,0.6425,0.2175675675675676,0.8087871597730705,0.00033666910153396635,0.04630458748221912,0.5398648648648648,0.6995503492007831,0.4960870861117439,0.004872271024165286,0.00032320620555914667,0.0003311987158898901,0.03474521692745377,0.12632894983351528
datafly,13,0.0333153153153154,0.0825,0.3627027027027027,0.9561950098310932,0.1874565010956903,0.04595890825035561,0.5418918918918919,0.6347683074720201,0.4950122151071168,0.1235502694962262,0.06666666666666668,0.05424527027027029,0.04595890825035562,0.11280292435093305
datafly_shuffled,13,0.03331981981981992,0.09,0.3927027027027027,0.9497037450195271,0.14121676406135866,0.048308748221906096,0.5837837837837838,0.5819252067443967,0.4957945036047083,0.12309202598579032,0.05,0.07989493243243243,0.046273986486486486,0.11963666695917467
mondrian,13,0.427022850786009,0.63,0.2447297297297297,0.8220843088946713,0.0005211468224981738,0.0475387980085348,0.5574324324324325,0.777137941614798,0.4975518214948017,0.006928911028239637,0.0005,0.0005181934984349378,0.03506120199146515,0.12081088709168004
datafly,14,0.033328828828828816,0.09,0.36445945945945946,0.9682463806133504,0.3673037618699781,0.0461958214793741,0.5398648648648648,0.6607675111773472,0.4957945036047083,0.0984747672300426,0.047619047619047616,0.0769391891891892,0.04619582147937412,0.1113165153370134
datafly_shuffled,14,0.033333333333333215,0.0575,0.3835135135135136,0.9374127458466088,0.0835944850255661,0.04799891536273115,0.552027027027027,0.6166991759445954,0.4976367379802792,0.0020394098081043034,0.04,0.05935236486486487,0.04603737553342816,0.11594291131061407
mondrian,14,0.4310021884232408,0.6625,0.2208108108108108,0.8090141156707691,0.0003346968590211833,0.04710716571834996,0.5587837837837838,0.7544252797989539,0.5013586592921291,0.0045094852903181356,0.00032133676092544985,0.00033158384338242947,0.03478890469416785,0.12490847991574824
datafly,15,0.04202927927927913,0.0875,0.3452702702702703,0.9768523061747334,0.4736991234477721,0.04668161450924608,0.5466216216216216,0.6447932190760061,0.4957945036047083,0.12341589203714252,0.07142857142857142,0.12260270270270268,0.04668161450924608,0.11279952962355876
datafly_shuffled,15,0.04999324324324328,0.13,0.3189189189189189,0.9133601141555444,0.038981300219138065,0.04706904338549075,0.5668918918918919,0.7008799421407907,0.4957945036047083,0.2467749780444945,0.0125,0.010301165540540542,0.0438199146514936,0.11910495572196525
mondrian,15,0.4133549166575483,0.5925,0.2640540540540541,0.821019997206424,0.0005275018261504748,0.046628929587482174,0.5763513513513514,0.7283137547120191,0.4968388456038753,0.00479894685297475,0.0005058168942842691,0.0005285512852710513,0.03547772048364154,0.12313225083114845
datafly,16,0.03332432432432453,0.0875,0.3352702702702703,0.9464258585664,0.14126855368882396,0.045647350640113785,0.5587837837837838,0.6876333245667864,0.4957945036047083,0.09841521884074547,0.043478260869565216,0.029412162162162168,0.045647350640113785,0.10991928422650322
datafly_shuffled,16,0.049986486486486514,0.1325,0.34324324324324323,0.9100296874694036,0.031479291453615776,0.046943830014224745,0.5905405405405405,0.6660283524736272,0.4976367379802792,0.19606926705102304,0.010416666666666666,0.014283074324324326,0.04407402204836415,0.12244983566520776
mondrian,16,0.4166667852062588,0.6075,0.26256756756756755,0.8203530847780814,0.0005284514243973703,0.04630837482219067,0.5459459459459459,0.7431712252710324,0.4955885854849852,0.004433133084001877,0.0005065856129685917,0.0005229601211367066,0.035475337837837836,0.1241108263199584
datafly,17,0.033328828828828816,0.0825,0.3332432432432432,0.956437837669564,0.21164236669101533,0.04591861664295877,0.5310810810810811,0.6905335904853744,0.4957945036047083,0.12373435945818513,0.06666666666666668,0.0506331081081081,0.04591861664295874,0.1125956339674127
datafly_shuffled,17,0.033328828828828934,0.09,0.4139189189189189,0.93519411816009,0.07244784514243974,0.04842731152204837,0.5378378378378378,0.6065747275065019,0.4976367379802792,0.0976378563722968,0.04,0.053728040540540534,0.045955689900426734,0.11861247163925208
mondrian,17,0.4402629937629938,0.6525,0.2195945945945946,0.8088834733881279,0.00033568298027757484,0.04575572546230432,0.5621621621621622,0.8096326086321265,0.4929116109643487,0.005916006194732953,0.0003222687721559781,0.0003326584056219016,0.03393851351351351,0.12123561449852616
datafly,18,0.01666666666666661,0.03,0.3872972972972973,0.9833381711131096,0.5566938276113952,0.048152489331436704,0.5155405405405405,0.6103160340142018,0.4976367379802792,0.0,0.25,0.2979459459459459,0.0481524893314367,0.11447998232462896
datafly_shuffled,18,0.04997972972972975,0.13,0.3377027027027027,0.910233416944122,0.04029411979547114,0.04631543385490755,0.6331081081081081,0.6953469726191519,0.4940209269021612,0.1961107762726632,0.01,0.00921875,0.04377859174964438,0.12038604449603348
mondrian,18,0.41147415836889534,0.6125,0.2856756756756757,0.8285645014668845,0.0007138056975894814,0.0449597617354196,0.5628378378378378,0.7295922094620263,0.49933598646914296,0.005169106534678903,0.0006830601092896175,0.0007065899837802932,0.03563669985775249,0.1233232741611096
datafly,19,0.016666666666666833,0.035,0.4501351351351352,0.9931509636446496,0.8623720598977356,0.04851253556187767,0.5040540540540539,0.5467421320241956,0.4957945036047083,0.0,0.25,0.43476351351351344,0.04851253556187767,0.11581908869108527
datafly_shuffled,19,0.03331981981981992,0.0875,0.3667567567567567,0.9441339546347988,0.12417165814463113,0.04852900071123755,0.5918918918918918,0.6447667367990415,0.4957945036047083,0.0979516738510654,0.041666666666666664,0.06976756756756756,0.04612546230440967,0.11864082567609767
mondrian,19,0.4339450796950796,0.66,0.20635135135135133,0.8082626768588754,0.0003329437545653761,0.04545611664295871,0.5310810810810811,0.7691549048829666,0.5015517828684187,0.004366985403790557,0.00031969309462915604,0.0003300424706438575,0.03442370199146515,0.12275178191629316
datafly,20,0.01666666666666661,0.035,0.4298648648648649,0.9926585740020548,0.8688903579254931,0.04849811522048364,0.5641891891891891,0.5687936500978932,0.4976367379802792,0.0,0.25,0.4292837837837839,0.04849811522048363,0.11462091522274916
datafly_shuffled,20,0.049999999999999815,0.1025,0.3704054054054054,0.9124855934414196,0.032527794010226437,0.04766929231863441,0.6006756756756757,0.6612825458052074,0.4957945036047083,0.0030000472086722514,0.015625,0.018291621621621627,0.04419832859174964,0.11927886994105895
mondrian,20,0.4260041944778789,0.605,0.2448648648648649,0.8207767395418146,0.0005242878013148283,0.046341731863442336,0.5405405405405406,0.8150295140410858,0.496592135927852,0.005198315577768023,0.0005020080321285141,0.0005230848256227745,0.035104694167852064,0.1256488202756536
