algo,no,precision,dm,cm,entropy,discern,ilm,auroc,hellinger,bivariate_corr,lr_acc
datafly,26,0.016666666666666833,0.0325,0.3632432432432433,0.9812348976398112,0.5537211102994887,0.047983783783783776,0.6309722100464626,0.4957945036047083,0.0,0.5885135135135136
datafly,185,0.0487849099099098,0.0875,0.3312162162162162,0.9517043358549392,0.16756961285609934,0.0458839971550498,0.6703824040793664,0.4957945036047083,0.12439527172145888,0.5608108108108109
datafly,170,0.033328828828828594,0.0875,0.3451351351351352,0.966002691669852,0.3610584002921841,0.04613929587482218,0.647097177171912,0.4957945036047083,0.1236447149050026,0.5608108108108109
mondrian,81,0.4180765309844256,0.655,0.2671621621621621,0.8212001579794225,0.0005196493791088387,0.046822137268847916,0.6909043423628767,0.4978795754809361,0.004197366453150053,0.5574324324324325
mondrian,118,0.43582147025568096,0.6325,0.23675675675675675,0.8084202394370158,0.00033371073776479183,0.046902987197724136,0.7729354782151311,0.4946314301500166,0.004273723395161285,0.5581081081081081
datafly,68,0.033324324324324306,0.085,0.4397297297297297,0.9770351943894408,0.4547724981738495,0.04673325035561877,0.5212287411238713,0.4940209269021612,0.12339963206210584,0.5277027027027027
datafly,120,0.033328828828828816,0.085,0.3601351351351351,0.96000129908082,0.2515637326515705,0.04611132645803698,0.570576181292189,0.4957945036047083,0.12403795398392373,0.5878378378378378
mondrian,121,0.4364154447970239,0.6575,0.20391891891891886,0.8076865037471002,0.00033228634039444846,0.04572251066856331,0.7455473247421174,0.4937343853391326,0.0036887056689190365,0.5837837837837838
datafly,58,0.01666666666666661,0.0325,0.4371621621621621,0.9820289329283622,0.5463328707085464,0.048126066856330016,0.5602709228251659,0.4976367379802792,0.0,0.5452702702702703
datafly,16,0.03332432432432453,0.0875,0.3352702702702703,0.9464258585663999,0.14126855368882396,0.045647350640113785,0.6876333245667864,0.4957945036047083,0.09841521884074547,0.5587837837837838
datafly,71,0.041727477477477404,0.0875,0.352972972972973,0.9696669338914874,0.414346092037984,0.046380067567567546,0.6437823266415359,0.4940209269021612,0.12329093827596024,0.522972972972973
datafly_shuffled,77,0.05000000000000005,0.0825,0.3844594594594595,0.9072875373431,0.02583224981738496,0.04790394736842105,0.634369246953625,0.4957945036047083,0.0038928993739164603,0.5783783783783784
datafly_shuffled,9,0.04173423423423439,0.0675,0.3414864864864865,0.9535146579221198,0.21694894083272465,0.04841509601706971,0.5948047251687559,0.4940209269021612,0.0004027798227779372,0.5540540540540541
datafly_shuffled,49,0.03333333333333355,0.06,0.4217567567567568,0.9400711528043778,0.08754243973703434,0.048774644381223316,0.5566446772449666,0.4963074965150698,0.0015060079893692512,0.522972972972973
datafly_shuffled,6,0.04172972972972977,0.0875,0.3271621621621621,0.949699876385214,0.16508593864134405,0.04889254978662873,0.6666091362029164,0.4940209269021612,0.1214997451602583,0.6317567567567568
datafly_shuffled,125,0.03333333333333344,0.0575,0.3651351351351351,0.9436611164716742,0.1213109569028488,0.0485084281650071,0.6427193828351013,0.4957945036047083,0.0013540466121750225,0.5614864864864865
datafly,2,0.033310810810810776,0.08,0.3974324324324324,0.9767964391487904,0.5403244338933528,0.046487908961593175,0.5795609786388476,0.4940209269021612,0.12325537691896782,0.5682432432432433
mondrian,23,0.4193344184265234,0.595,0.25513513513513514,0.820625730192363,0.0005253104455807158,0.04688202347083928,0.7123476812483562,0.4971039630056452,0.00417219756974141,0.6094594594594595
datafly,40,0.033324324324324306,0.085,0.3483783783783784,0.9624809572962042,0.2929268444119795,0.046048044096728295,0.6172260819379912,0.4950122151071168,0.12298146117234005,0.577027027027027
datafly_shuffled,94,0.033333333333333215,0.0575,0.3752702702702703,0.9486279341232806,0.13385157048940832,0.04821786984352775,0.6134464217877911,0.4957945036047083,0.0007699040972432743,0.5385135135135135
mondrian,53,0.4374370919502498,0.6375,0.2074324324324324,0.8085114431346929,0.00033392987582176766,0.04602375533428165,0.7670838081879547,0.4947209178139049,0.0050127932294486465,0.602027027027027
mondrian,116,0.4149680581391105,0.6025,0.2631081081081081,0.8194867196284747,0.0005196859021183347,0.045567638691322916,0.7582661231407615,0.4952170605919095,0.0043235579358996785,0.5675675675675675
datafly_shuffled,108,0.033328828828828816,0.09,0.39135135135135135,0.9381922221346528,0.08674254930606283,0.04822357752489331,0.6235580856783847,0.4957945036047083,0.09793262377739506,0.547972972972973
datafly,142,0.03331981981981968,0.0775,0.3959459459459461,0.9669853672000358,0.3268186997808619,0.046182912517780936,0.6534264413664124,0.4940209269021612,0.1644552202319669,0.5722972972972973
datafly,180,0.043055180180180064,0.065,0.29081081081081084,0.961203060784136,0.3687688093498904,0.04589964438122333,0.6903363431810876,0.4940209269021612,0.00018955667152330835,0.5831081081081081
datafly_shuffled,70,0.05000000000000005,0.09,0.3735135135135135,0.9128067600013624,0.033977282688093496,0.047752151493598856,0.6293074793255604,0.4957945036047083,0.0041110193926249435,0.5885135135135136
mondrian,132,0.3985979137031768,0.56,0.3152702702702703,0.8336421526772592,0.0009078524470416364,0.046794007823613176,0.6985568072236348,0.4968239018958605,0.0059681560656087524,0.5858108108108108
datafly_shuffled,150,0.06287950450450464,0.13,0.3555405405405405,0.9084228218600638,0.025359021183345508,0.047458232574679925,0.6724133207679495,0.4940209269021612,0.2461325111968933,0.6304054054054054
datafly_shuffled,121,0.03333333333333298,0.055,0.4155405405405405,0.9340619609121208,0.07234105186267348,0.048059637268847794,0.593175608544461,0.4976367379802792,0.0020155187935292484,0.5587837837837838
mondrian,35,0.4014413411387097,0.535,0.3022972972972973,0.8339677950932111,0.0008944119795471149,0.045464349217638686,0.7182833640162474,0.4942833417186289,0.004395968585577205,0.6040540540540541
datafly_shuffled,189,0.04274436936936954,0.0675,0.3960810810810811,0.9423103362377966,0.09887063550036523,0.0483970839260313,0.6311630650769995,0.4976367379802792,0.0022918227347743943,0.5932432432432433
mondrian,5,0.4094492194623775,0.595,0.2664864864864865,0.8280272804477822,0.0007123447772096421,0.0466961237553343,0.7633817685047193,0.4959447163970012,0.006243967599304949,0.6087837837837838
mondrian,66,0.4072597111281324,0.5675,0.2802702702702703,0.8274429667445474,0.0007182980277574872,0.04559160739687056,0.6935708336986062,0.493902749316804,0.004263726051980157,0.552027027027027
datafly_shuffled,39,0.049979729729729534,0.13,0.38972972972972975,0.9105963450214942,0.03122929145361578,0.04731717638691325,0.6173174001344204,0.4940209269021612,0.24574303048582896,0.5641891891891891
datafly,14,0.033328828828828816,0.09,0.36445945945945946,0.9682463806133504,0.3673037618699781,0.0461958214793741,0.6607675111773472,0.4957945036047083,0.0984747672300426,0.5398648648648648
mondrian,114,0.4331752744647481,0.6275,0.22135135135135134,0.8098971669877436,0.00033546384222059896,0.04586897226173543,0.6458808187954764,0.4943763057332541,0.004321922039879605,0.5655405405405406
mondrian,43,0.4342216143268775,0.6575,0.2262162162162162,0.8094799912325004,0.00033513513513513515,0.046322208392603176,0.7983968177434908,0.4907592063377051,0.007537901635314801,0.5513513513513514
datafly_shuffled,58,0.049986486486486514,0.1325,0.3414864864864865,0.9046322876435652,0.02186628926223521,0.047061006401137966,0.6899719835773355,0.4940209269021612,0.1959717502586829,0.6182432432432432
datafly,36,0.01666666666666661,0.0325,0.392027027027027,0.9782266886034215,0.46129565376187,0.04796783428165007,0.5060397855118203,0.4976367379802792,0.0,0.5702702702702702
datafly_shuffled,72,0.033328828828828934,0.09,0.3489189189189189,0.9516080203620556,0.19018940832724607,0.0483637091038407,0.6301521726425293,0.4957945036047083,0.12366318076915205,0.5972972972972973
datafly_shuffled,147,0.02503040540540536,0.035,0.442972972972973,0.9748561956053244,0.3553506574141709,0.049457361308677096,0.5585176134537273,0.4957945036047083,0.0,0.4959459459459459
datafly,198,0.03333333333333355,0.06,0.3190540540540541,0.9553946030983056,0.21711391526661802,0.045988602418207694,0.6746688802197481,0.4957945036047083,0.0007665581541189058,0.6101351351351352
datafly,117,0.044001126126126056,0.0725,0.3224324324324324,0.9682840317528616,0.3909434258582907,0.046724217638691334,0.6230485301423103,0.4940209269021612,0.0006173124441529263,0.5891891891891892
datafly,60,0.03331981981981992,0.0825,0.2913513513513514,0.9727744748204732,0.5072199780861943,0.04625442745376955,0.7106098959703105,0.4957945036047083,0.12466792986280545,0.5452702702702703
datafly_shuffled,166,0.048819819819819636,0.0925,0.4248648648648649,0.943273728358477,0.10830058436815193,0.04797222617354197,0.5849587972297712,0.4976367379802792,0.09798794374358026,0.5297297297297298
datafly,54,0.03331981981981992,0.09,0.32432432432432434,0.9673015594922308,0.4287914536157779,0.046164651493598864,0.5948558633587564,0.4957945036047083,0.12440600218205808,0.5925675675675676
mondrian,166,0.4378969617390669,0.64,0.2033783783783784,0.8086715848366048,0.00033513513513513515,0.04668897581792317,0.7821640951462553,0.4999187183603408,0.005425751901561746,0.6783783783783783
datafly,125,0.033324324324324084,0.0875,0.31675675675675674,0.9587145834882662,0.28872311906501097,0.04582041251778093,0.7288114388825575,0.4957945036047083,0.1247623306343518,0.5891891891891892
datafly_shuffled,156,0.03333333333333355,0.0525,0.3472972972972973,0.9373524487523928,0.09154598246895544,0.04869150071123755,0.7023866923818708,0.4976367379802792,0.0017092607848273214,0.6324324324324324
datafly,12,0.01666666666666661,0.03,0.34824324324324324,0.9802401469572242,0.5440556245434623,0.04794180298719772,0.6551897957394582,0.4957945036047083,0.0,0.6
datafly,86,0.03333333333333344,0.0625,0.3224324324324324,0.9690993036413612,0.4158735938641344,0.04635300497866286,0.6487208147044213,0.4957945036047083,0.0003817035550173079,0.5452702702702703
mondrian,50,0.4368720319509792,0.65,0.22405405405405404,0.8099738298531154,0.0003377647918188459,0.046849004267425394,0.7751855585751442,0.4971300394973508,0.005427093912134575,0.5527027027027027
mondrian,163,0.4335506711164607,0.665,0.2154054054054054,0.8086561708087454,0.0003368882395909424,0.0453240220483641,0.7652775342625873,0.4980847761098588,0.004411133441308529,0.6033783783783784
datafly_shuffled,187,0.03333333333333344,0.065,0.40054054054054056,0.948453800261842,0.1451326880934989,0.04816378022759602,0.633192155401654,0.4957945036047083,0.0020999779461310804,0.5959459459459461
mondrian,83,0.4335559871612503,0.6575,0.23675675675675675,0.8087140460046072,0.00033436815193571947,0.04567327524893315,0.8016568773560094,0.5042820816027571,0.004219629642120678,0.5716216216216217
mondrian,162,0.43308928766823496,0.6125,0.2306756756756757,0.8060718035996701,0.0003355734112490868,0.04427489331436709,0.7462997866806932,0.4953318141214678,0.005304279706987017,0.6310810810810811
datafly,106,0.01666666666666661,0.03,0.3994594594594595,0.9830181341257241,0.5168501460920379,0.04815501422475106,0.6041137021127377,0.4957945036047083,0.0,0.5094594594594595
datafly_shuffled,186,0.033333333333333215,0.07,0.4272972972972973,0.9449746995006572,0.11076409788166544,0.04866902560455194,0.5682822681978902,0.4990152430314918,0.0019437247879546921,0.5297297297297298
datafly,152,0.033324324324324306,0.0825,0.3290540540540541,0.9669180596218124,0.3492494156318481,0.04617811166429588,0.6735520586774203,0.4957945036047083,0.12314091487474906,0.5398648648648648
datafly,163,0.033333333333333215,0.0625,0.3366216216216216,0.9538566834479852,0.18060343316289265,0.04582942745376956,0.7187107331755355,0.4957945036047083,0.0010292312466969422,0.5722972972972973
datafly_shuffled,155,0.05000000000000016,0.095,0.3314864864864865,0.9113089807285862,0.034487253469685904,0.047697119487908966,0.6979267116682738,0.4982945042080201,0.003006271994855574,0.6128378378378379
datafly,90,0.04225337837837839,0.09,0.31513513513513514,0.9681116099155204,0.4305261139517896,0.04609628378378378,0.6785270740188772,0.4940209269021612,0.12433660221056884,0.5824324324324325
datafly_shuffled,87,0.06546846846846854,0.0875,0.3004054054054054,0.9078956264528616,0.030793243243243243,0.04617757823613086,0.7298049808597059,0.4957945036047083,0.0014062589110264382,0.6270270270270271
datafly_shuffled,83,0.06026689189189194,0.0575,0.3948648648648649,0.9330610690005752,0.06966957633308984,0.04771979018492178,0.6339437041582654,0.4976367379802792,0.001998152554450909,0.6087837837837838
datafly,113,0.01666666666666661,0.03,0.37608108108108107,0.987414671191016,0.7333827976625273,0.04813033428165008,0.6176625829169224,0.4966454497753235,0.0,0.6135135135135135
datafly_shuffled,171,0.03333333333333344,0.0575,0.3932432432432432,0.9456600497905598,0.13148783783783785,0.04824669274537696,0.6203592092574736,0.4957945036047083,0.0018081426307384285,0.5560810810810811
datafly_shuffled,46,0.03333333333333355,0.0575,0.3741891891891892,0.9428975705119584,0.1163481008035062,0.048773008534850636,0.6319228324712897,0.4957945036047083,0.0016864030918074925,0.5506756756756757
datafly_shuffled,183,0.04202027027027011,0.0925,0.3755405405405405,0.9439116004778842,0.11110317750182616,0.04802713371266002,0.6652895882645159,0.496745268233169,0.09800939780458638,0.5695945945945946
datafly_shuffled,181,0.03333333333333355,0.055,0.40635135135135136,0.9345008970852612,0.07505047479912345,0.04792752489331438,0.6243415958037462,0.4957945036047083,0.002183078405746061,0.5256756756756756
mondrian,31,0.41286748185432376,0.5975,0.25283783783783786,0.8192785727205768,0.0005264061358655953,0.0460337837837838,0.7297675403991701,0.4963609198719394,0.0046215424780660964,0.5824324324324325
mondrian,73,0.4166498978735822,0.605,0.2458108108108108,0.8215344494612591,0.0005210372534696858,0.046739882645803685,0.7239268285555653,0.4997997040338645,0.004860682312427547,0.5608108108108109
datafly_shuffled,139,0.04170382882882895,0.055,0.3643243243243243,0.93913217274696,0.09119214755295836,0.048288353485064016,0.6733602904649193,0.4957945036047083,0.0019766603393223934,0.5452702702702703
datafly_shuffled,17,0.033328828828828934,0.09,0.4139189189189189,0.93519411816009,0.07244784514243974,0.04842731152204837,0.6065747275065019,0.4976367379802792,0.0976378563722968,0.5378378378378378
