algo,no,precision,dm,cm,entropy,discern,ilm,auroc,lr_acc
datafly,172,0.2077116902062197,0.07926829268292683,0.20675021550295072,0.9304390377666959,0.4650752061802412,0.06085785134258743,0.7209450037057559,0.7802088513177524
datafly,173,0.15401415688614817,0.07317073170731707,0.24892248524633645,0.9017447694377766,0.3285764398275438,0.06100399307155991,0.7064038338382275,0.5022376926902039
datafly,174,0.1854996905598656,0.06097560975609756,0.24892248524633645,0.8499385635365017,0.20198996501710206,0.058578088889104526,0.7671344074028768,0.5335653903530582
datafly,175,0.15349197665937275,0.06097560975609756,0.24892248524633645,0.8859688009513835,0.2995979766859032,0.06319297541244762,0.6702241442582373,0.5030664677606498
datafly,176,0.18638242380036696,0.06097560975609756,0.24892248524633645,0.8716173970000336,0.26838812208385443,0.0628320484020436,0.7180777561108993,0.44521796784352724
datafly,177,0.17280711933337756,0.07317073170731707,0.24892248524633645,0.8998846296262941,0.36988164141296526,0.05748307041703797,0.6874002144301411,0.5015746726338471
datafly,178,0.13888888888888884,0.06707317073170732,0.24892248524633645,0.8912673786901623,0.2761401387000395,0.06322445178151802,0.7247731573758931,0.684899718216476
datafly,179,0.16788785005415208,0.07926829268292683,0.22544924076652742,0.8746162541854784,0.27781683482278824,0.05798963038615865,0.7526125938131867,0.7659539201060832
datafly,180,0.22943466392591116,0.06097560975609756,0.24746369604137658,0.8456713281713548,0.20441615585279624,0.05694606846605566,0.7877496348211523,0.4332836068291066
datafly,181,0.15399435640135872,0.12195121951219512,0.23304157549234136,0.8896958366360543,0.30450636298532496,0.05993126446457423,0.6793423902484655,0.46278799933697995
datafly,182,0.19675281258979294,0.07926829268292683,0.24892248524633645,0.8227538450379099,0.20646548335735695,0.060599685815835684,0.7815637569887675,0.5751698988894414
datafly,183,0.12539508874300997,0.036585365853658534,0.24892248524633645,0.9321659250301133,0.4607477906773309,0.06519732469057335,0.6791796248192095,0.5007458975634013
datafly,184,0.1620609818093407,0.036585365853658534,0.24892248524633645,0.9256031364890985,0.43277654466469,0.06148111175263334,0.6743901333352522,0.5007458975634013
datafly,185,0.18961634949052897,0.07317073170731707,0.24474504343213316,0.8346502987444614,0.1595386108568534,0.05894290074788553,0.7668226921776171,0.7175534559920438
datafly,186,0.1251961629423336,0.054878048780487805,0.22995822558185797,0.9505267187483681,0.5379985850208138,0.0625041442875141,0.6948951235132004,0.7596552295706945
datafly,187,0.1878163472802422,0.06707317073170732,0.24892248524633645,0.8692910831528047,0.236399472290649,0.06342821932297302,0.7763404402293971,0.7110890104425659
datafly,188,0.15721492827619743,0.07317073170731707,0.24892248524633645,0.8670472112187971,0.23618783085627118,0.06192772443439573,0.7353727702503363,0.6940162439913807
datafly,189,0.15280955064871915,0.07926829268292683,0.24162853922153704,0.8980842988828063,0.2947891544139203,0.06087826111625945,0.7277713656609557,0.6815846179346925
datafly,190,0.12506216431271133,0.04878048780487805,0.2300245341820834,0.9502187029739996,0.5379717841407213,0.06248802199828245,0.6935035582451268,0.7611470246974971
datafly,191,0.1714574630329554,0.07926829268292683,0.24633644983754394,0.8684301057423294,0.25452625886301544,0.06454039784081947,0.6940141610240839,0.5017404276479364
datafly,192,0.12655548924695537,0.036585365853658534,0.24892248524633645,0.945709846945401,0.5214508673475765,0.06684553815898214,0.6727745677217877,0.5032322227747389
datafly,193,0.12928657471874105,0.036585365853658534,0.24892248524633645,0.9333068038551644,0.4674981433613921,0.06507830277477232,0.5802238564325445,0.5007458975634013
datafly,194,0.2553185023097496,0.0975609756097561,0.2485909422452092,0.7947863115857129,0.16576738073347846,0.0544000405938016,0.7772575967993782,0.6699817669484502
datafly,195,0.17087449992263992,0.08536585365853659,0.24408195742987865,0.9317067425875484,0.46372654218949433,0.06415526381119192,0.5891159433846862,0.5037294878170064
datafly,196,0.24215440325943616,0.09146341463414634,0.24825939924408197,0.7811097758404414,0.1658879308327213,0.05650050701819928,0.7764831298165831,0.5257749046908669
datafly,197,0.1422112260460182,0.042682926829268296,0.24892248524633645,0.8969544572729918,0.3051077592577563,0.06312283587327619,0.7664970893626818,0.7047903199071772
datafly,198,0.17998916959529654,0.06097560975609756,0.24888933094622373,0.8745951884154849,0.24213090348301564,0.062341405192448594,0.7783703309275901,0.4276479363500746
datafly,199,0.15666926375350887,0.06707317073170732,0.24272263112525694,0.884733563538197,0.2861525944370923,0.05955605650894384,0.631615349744195,0.5206364992541025
datafly,200,0.24275578542536969,0.07926829268292683,0.20675021550295072,0.9109110627141606,0.3852368419341339,0.05536581120485961,0.670637749778734,0.7851815017404277
