algo,no,precision,dm,cm,entropy,discern,ilm,auroc,hellinger,bivariate_corr,lr_acc
mondrian,189,0.644261969162817,0.9329268292682928,0.1457131489954247,0.4212045110570282,0.0005990923332682646,0.05092274465791834,,0.4105216858853091,0.015599618059352671,0.6127962870876844
mondrian,199,0.5530537581968897,0.8841463414634146,0.15854386313904914,0.4939060263725875,0.0017103428678733846,0.050704712059650686,,0.4384937505856422,0.01601361835728255,0.7959555776562242
datafly,162,0.1545446256879517,0.07317073170731707,0.24892248524633645,0.8458681165442138,0.15532301554629996,0.061180209524394825,0.7194193116648558,0.4734242373169657,0.0005825838442075635,0.5992043759323721
datafly_shuffled,167,0.2587426047491692,0.0975609756097561,0.2358928453020357,0.8097609707023725,0.14212260270678292,0.05431441220121372,,0.44306819186849583,0.3679424311437489,0.6285430134261561
datafly_shuffled,129,0.13888888888888884,0.07317073170731707,0.20661759830249984,0.8870895557023677,0.2674002971756155,0.0642813866098677,,0.4633465336888079,0.0001195025045824718,0.7853472567545168
datafly_shuffled,79,0.1848582469479626,0.07926829268292683,0.22641071546979644,0.9161648306128836,0.4174247912586051,0.0646723900288038,,0.4530580838068525,0.24979377823548105,0.5289242499585612
datafly,119,0.17234019627345665,0.06707317073170732,0.24892248524633645,0.8645669142538313,0.2526232139079873,0.06400664056372014,0.7100925359602225,0.4550448909676896,0.0006730088391067366,0.5188131940991215
mondrian,40,0.6944109233944615,0.8719512195121951,0.1350374643591274,0.412541396872633,0.0005331772493693309,0.04528508356559832,,0.3954854468609098,0.018770028201692383,0.7760649759655229
mondrian,144,0.5794628219173671,0.8658536585365854,0.15672037663284927,0.4595933098527156,0.0013976886504188744,0.04927799778282043,,0.4199695481614991,0.010999208767344709,0.8362340460798939
datafly_shuffled,183,0.22041393143690727,0.06097560975609756,0.24892248524633645,0.8654451185943192,0.23748109698158865,0.05740068669833308,,0.44306819186849583,0.256469258063424,0.700812199569037
mondrian,195,0.576077119480357,0.9146341463414634,0.16437901995888868,0.4683197247633619,0.001120661950213009,0.04903327871685921,,0.4052121120517106,0.010791709261388005,0.8301011105585944
datafly_shuffled,191,0.15276764729718784,0.07926829268292683,0.2252834692659638,0.9073445788023516,0.3532678020047973,0.06272588051621514,,0.4647998257794666,0.33219851714063625,0.7624730648102105
datafly_shuffled,60,0.13888428412498444,0.12195121951219512,0.2361912340030502,0.8768707872763049,0.2575859955954927,0.06385572026908352,,0.4729193676950866,0.2726913765648197,0.6850654732305652
datafly,117,0.22293457919825527,0.09146341463414634,0.24892248524633645,0.7834169639013935,0.1738743139015367,0.05865409781758449,0.7824000345390831,0.4560863782420144,0.3309633576595491,0.5862754848334162
datafly_shuffled,189,0.1531664198513213,0.07926829268292683,0.2302897685829852,0.9219136785546213,0.4223712738955809,0.06391785173073533,,0.4524648356632564,0.33306597314598674,0.508039118183325
mondrian,1,0.5514437440244335,0.8170731707317073,0.16129567004840528,0.42929962662392895,0.0006315035690325971,0.05042648988850802,,0.4519068683754784,0.01427706697755761,0.6106414719045251
mondrian,61,0.5775041787393511,0.8902439024390244,0.14889596180624626,0.4570978895536731,0.0007408021791184224,0.05391679261025598,,0.4526559058883329,0.013729804702636609,0.5957235206364992
datafly,67,0.15721492827619746,0.12195121951219512,0.24892248524633645,0.882025334448773,0.2874884218812999,0.061449558775424004,0.6735999078957783,0.44306819186849583,0.024092711884979474,0.5033979777888281
datafly,89,0.2100504497933382,0.07926829268292683,0.206717061202838,0.9095536020214934,0.39045544001168747,0.060285990205734566,0.6973077504263419,0.44266317685433415,0.333314689289801,0.7817006464445551
datafly_shuffled,149,0.20696986274119755,0.07926829268292683,0.20651813540216168,0.9059912490406196,0.3824708464528709,0.06012959389216928,,0.44306819186849583,0.2499035743844896,0.7825294215150008
datafly_shuffled,107,0.1530904412468964,0.06707317073170732,0.24892248524633645,0.8928634751984644,0.3210494222166857,0.06323965424108187,,0.4219004772321272,0.3311947477188379,0.5032322227747389
mondrian,90,0.6882972373627605,0.9085365853658536,0.16341754525561966,0.4403807410146897,0.000533977472513753,0.03714251381155256,,0.3758103901996819,0.022446322404248445,0.7192110061329355
datafly,21,0.1927871899151986,0.06097560975609756,0.24892248524633645,0.8776341599774187,0.2664752787921376,0.05833615347044657,0.6612728371698101,0.4020744412040576,0.3305142460027628,0.5247803746063319
datafly,69,0.12928657471874105,0.036585365853658534,0.24892248524633645,0.9333068038551644,0.4674981433613921,0.06507830277477232,0.6284719333971347,0.4729193676950866,0.00012614646346474547,0.5007458975634013
datafly_shuffled,121,0.17131932011581907,0.1097560975609756,0.24892248524633645,0.8713002048025217,0.22272078102693435,0.061000794272529336,,0.44306819186849583,0.2439704624273977,0.5040609978451848
datafly_shuffled,84,0.2182920562296929,0.06097560975609756,0.24892248524633645,0.8563488137688585,0.2410989563810719,0.057651709225467036,,0.44306819186849583,1.205945356977378e-07,0.4601359191115531
datafly,39,0.12506216431271133,0.04878048780487805,0.2300245341820834,0.9502187029739996,0.5379717841407213,0.06248802199828245,0.6460475775870133,0.4729193676950866,0.0016271230889121655,0.7611470246974971
datafly_shuffled,136,0.11111111111111116,0.042682926829268296,0.21125920031828127,0.9420474743025116,0.5058973192089375,0.06620496776755116,,0.4729193676950866,6.556783790949428e-05,0.7783855461627714
mondrian,154,0.5802304881667937,0.902439024390244,0.1380213513692726,0.4549244763325535,0.0010565847414479679,0.048714468582484856,,0.460319885338255,0.012135231122713959,0.7127465605834576
datafly,136,0.13888428412498433,0.08536585365853659,0.24162853922153704,0.9485027946385322,0.534216339122363,0.06170429679729461,0.5822859836083267,0.44306819186849583,0.4856958167113823,0.5072103431128792
mondrian,176,0.6322554632018886,0.9146341463414634,0.14567999469531198,0.4353819915904807,0.0006474025079899093,0.04159117416448198,,0.4175116389208623,0.008176934692754503,0.7122492955411901
datafly_shuffled,69,0.21713073477296674,0.09146341463414634,0.24593859823619124,0.8059290623986123,0.13386805914639205,0.05566774108162803,,0.4520457410749409,0.3298864815499133,0.5004143875352229
mondrian,14,0.6485802453040881,0.8902439024390244,0.13593263046217094,0.4052347793845366,0.0004157620902472228,0.0454895067846011,,0.4183401808410357,0.01828390006376214,0.6907011437095972
datafly_shuffled,154,0.20543647636098405,0.13414634146341464,0.24892248524633645,0.8082904083993216,0.14662615963490586,0.06384719823770899,,0.44937057737062097,0.002925052448755789,0.5103596883805736
mondrian,131,0.689595766522124,0.9207317073170732,0.13162257144751674,0.4076031897790998,0.00047903028220691395,0.04212170726337679,,0.43055780327995,0.01424350527999979,0.7858445217967843
mondrian,41,0.6410994343247025,0.8658536585365854,0.15552682182879118,0.43232642425635937,0.0006791827985826781,0.044347330191954346,,0.3880344093376302,0.014014045325025138,0.689540858610973
datafly_shuffled,12,0.20232733977263528,0.1097560975609756,0.2368874743054174,0.7966204119710629,0.1251805948648687,0.05943762759688469,,0.4076459967324084,0.27052176572098346,0.6451185148350738
datafly_shuffled,6,0.1762233936741595,0.06707317073170732,0.24892248524633645,0.8945357286073964,0.3705167086130888,0.0607434993312535,,0.4550387132582385,0.00024879119774250287,0.5184816840709432
datafly,28,0.14343931657936038,0.042682926829268296,0.24892248524633645,0.9043067427660118,0.32860998544556785,0.0630150035337632,0.741931814093385,0.4729193676950866,0.12363252036650725,0.722526106414719
mondrian,25,0.5624422515533376,0.8292682926829268,0.15546051322856574,0.448839523980713,0.0005069941239570537,0.050375131899953934,,0.4156007150374445,0.024433041174400427,0.6509199403281949
datafly,70,0.1994014727876872,0.11585365853658534,0.2399708242159008,0.8556333208596029,0.18354574926939726,0.06356747412212535,0.7669736567534701,0.4434102284427969,0.4130920946689394,0.6673296867230234
mondrian,106,0.6481057356625995,0.8414634146341463,0.14236456468403952,0.419494272616596,0.0007050889236757321,0.040580831803276686,,0.3832887097729315,0.012814463023785198,0.8271175203049892
datafly,137,0.12531911013858502,0.036585365853658534,0.24892248524633645,0.9324694107671482,0.4609184096834809,0.06551375620430165,0.5839103998618437,0.44306819186849583,0.00033261471849755237,0.5007458975634013
datafly_shuffled,72,0.1670147868178503,0.07926829268292683,0.24892248524633645,0.9432029630903379,0.5112844016314511,0.0624840798711349,,0.4114997999673721,0.014268286482011382,0.5032322227747389
datafly_shuffled,98,0.15400586831111995,0.07317073170731707,0.24892248524633645,0.8520369077174221,0.21791495959174306,0.06309148080042568,,0.4633465336888079,0.1281396641030597,0.6084866567213658
datafly_shuffled,156,0.1886023804787481,0.06707317073170732,0.24892248524633645,0.8869880736288642,0.3235723631083219,0.05672567660379209,,0.3953274567955257,0.0005334519883299395,0.5078733631692358
datafly_shuffled,92,0.22362022854364216,0.06097560975609756,0.24892248524633645,0.8597368864702163,0.21244827035526626,0.058567778710410925,,0.44306819186849583,6.435589644832734e-05,0.4322890767445715
datafly_shuffled,71,0.24665694140530026,0.10365853658536583,0.24892248524633645,0.8571037798360263,0.2700334050513541,0.05465821959791112,,0.3953274567955257,0.2428572493892315,0.3373114536714736
datafly_shuffled,126,0.15328890657118233,0.08536585365853659,0.24892248524633645,0.8662174670816475,0.23821900604626184,0.06404798909735668,,0.4637063963863807,0.10002252672558036,0.6127962870876844
datafly_shuffled,19,0.2334306780422756,0.0975609756097561,0.2474968503414893,0.8074985071159836,0.17360963350127334,0.05525966353506783,,0.4410435620273167,0.26212521424364943,0.35670479031990715
datafly,32,0.2450692188110132,0.12804878048780488,0.2265101783701346,0.7531318601612901,0.0578360859932278,0.05513485231656505,0.8084979096659063,0.44306819186849583,0.23440967871662866,0.4684236698160119
datafly,183,0.12539508874300995,0.036585365853658534,0.24892248524633645,0.9321659250301132,0.4607477906773309,0.06519732469057335,0.6791796248192095,0.44306819186849583,0.00027044622899588007,0.5007458975634013
datafly_shuffled,190,0.15408046548637355,0.07926829268292683,0.24892248524633645,0.9194193646591768,0.415732745800707,0.06548948011361952,,0.4568466099476094,0.003100003132995234,0.5007458975634013
mondrian,82,0.6372515289438084,0.9085365853658536,0.13782242556859625,0.4092489861725151,0.0006644754006810715,0.04908583784082201,,0.411775227664159,0.011511338658895929,0.8090502237692689
mondrian,155,0.6318113228638823,0.8841463414634146,0.14289503348584312,0.4462660919526632,0.0006705474235516603,0.04922793010804219,,0.4258029548395315,0.01778892784138727,0.583291894579811
datafly,101,0.2029084609773888,0.07317073170731707,0.2488893309462237,0.8831420499126491,0.25374288876976114,0.05948538461414055,0.7229548905183021,0.4072462644132406,0.31909876976102924,0.29520968009282283
datafly_shuffled,186,0.1264214906173331,0.054878048780487805,0.22415622306213115,0.9463470497501134,0.5217157697877783,0.06686514771453662,,0.4729193676950866,0.0016433178250081606,0.4858279462953754
datafly,41,0.2191568308909666,0.054878048780487805,0.24892248524633645,0.83866474023187,0.19457640981477908,0.05828518884204159,0.7338846394623416,0.44306819186849583,3.25983937045516e-05,0.3935024034477043
datafly_shuffled,49,0.22391032866962848,0.06097560975609756,0.24892248524633645,0.8502418468387453,0.2026300006356498,0.05600033194732186,,0.44306819186849583,0.24621834809333365,0.6366650091165258
mondrian,107,0.6058964512143497,0.8963414634146342,0.1426297990849413,0.435286026293111,0.0006791300366171119,0.04374902963365078,,0.39757340213694,0.007878142465707266,0.6776064975965523
datafly,171,0.12889148597573108,0.036585365853658534,0.24892248524633645,0.9263920895630868,0.4402977276815226,0.06633296054961743,0.6715482863577817,0.4522409225946726,0.00013610076559984578,0.5007458975634013
datafly_shuffled,109,0.1557865305130075,0.04878048780487805,0.24892248524633645,0.9073272271339882,0.3215545081162215,0.06203867004355342,,0.44306819186849583,0.007909027263668992,0.5007458975634013
mondrian,31,0.6629047602852379,0.8902439024390244,0.1661693521649758,0.4445861877549444,0.0008749604686469032,0.04583589670495549,,0.4180917524328445,0.016857173540727542,0.6471075750041438
datafly,175,0.15349197665937275,0.06097560975609756,0.24892248524633645,0.8859688009513835,0.2995979766859032,0.06319297541244763,0.6702241442582373,0.44306819186849583,0.00879823796311492,0.5030664677606498
datafly_shuffled,42,0.2352339035872953,0.10365853658536583,0.24892248524633645,0.8295113130103007,0.1993505784674611,0.05974926117124709,,0.4191238034308313,0.2940440019708415,0.6648433615116858
datafly_shuffled,90,0.2163801582565259,0.09146341463414634,0.24892248524633645,0.8136821109493706,0.17584948886032445,0.05752922025937982,,0.4224599703348093,0.0034121794798819627,0.5912481352560915
datafly_shuffled,33,0.19371873365308825,0.07317073170731707,0.2082421590080233,0.9070693720451712,0.3837636157363459,0.0587898013329646,,0.44306819186849583,0.33330443187355485,0.7800430963036632
datafly_shuffled,112,0.16966989368521102,0.07317073170731707,0.24892248524633645,0.8872706697510842,0.29046307774588626,0.06370851467118213,,0.4550448909676896,0.0006730088391067366,0.5007458975634013
mondrian,17,0.6504324222858283,0.9085365853658536,0.14236456468403952,0.42231699314662224,0.0005301808094082112,0.044387579976496484,,0.4155283271511063,0.012943469076710687,0.832587435769932
datafly_shuffled,59,0.18511289039188386,0.06707317073170732,0.2487235594456601,0.8711893642235158,0.2402102316346579,0.05853071260720565,,0.44306819186849583,0.2461249266901689,0.7200397812033814
mondrian,147,0.5855318119107635,0.8536585365853658,0.15184669451627875,0.4505647305419694,0.0008841234633335842,0.04812617777238146,,0.4600185466337117,0.015467100936142794,0.6172716724680921
datafly,123,0.18390690272528346,0.08536585365853659,0.24166169352164976,0.8813816353545859,0.25311008373891125,0.05821607021272121,0.7776142128327086,0.4729193676950866,0.24627412163541296,0.7246809215978783
datafly_shuffled,85,0.16971778322981834,0.07317073170731707,0.2243551488628075,0.9200657037682018,0.42568497155565066,0.06280490837283546,,0.44306819186849583,0.3332031139847275,0.5063815680424333
mondrian,43,0.6097505579724787,0.8231707317073171,0.15151515151515152,0.3955211223108884,0.0004775815265690728,0.049381418715771216,,0.4213804520183975,0.00540190819829015,0.8315929056853969
datafly_shuffled,55,0.21792045178259625,0.06097560975609756,0.24892248524633645,0.8433983290733534,0.1956715371720732,0.05842088898808224,,0.44306819186849583,0.0010120949420845769,0.39996684899718216
datafly,27,0.15401415688614814,0.06707317073170732,0.24892248524633645,0.8852287959518302,0.2874358006143085,0.061191702341232675,0.6529049527606081,0.4573314775232441,0.000770002597126649,0.5007458975634013
datafly,186,0.1251961629423336,0.054878048780487805,0.22995822558185802,0.9505267187483679,0.5379985850208138,0.0625041442875141,0.6948951235132004,0.4729193676950866,0.2476311537779573,0.7596552295706945
