algo,no,auroc,lr_acc
datafly_shuffled,123,0.5656381455390616,0.7430797281617769
mondrian,123,0.7937154699114217,0.7594894745566053
datafly,124,0.610365610586229,0.7603182496270512
datafly_shuffled,124,0.5896986464996797,0.7513674788662357
mondrian,124,0.8386916883135573,0.7812033814022874
datafly,125,0.5794329114288388,0.7480523785844522
datafly_shuffled,125,0.6797322501493095,0.7596552295706945
mondrian,125,0.8474336741669246,0.793966517487154
datafly,126,0.6509832125664696,0.7430797281617769
datafly_shuffled,126,0.7317431443517806,0.7369467926404774
mondrian,126,0.8640664013873199,0.815680424332836
datafly,127,0.7569881199945313,0.7344604674291397
datafly_shuffled,127,0.7804191461650823,0.7430797281617769
mondrian,127,0.8388471141876479,0.7954583126139566
datafly,128,0.7155579141272045,0.7430797281617769
datafly_shuffled,128,0.6712690234793808,0.7324714072600697
mondrian,128,0.8234405244184122,0.778882811205039
datafly,129,0.5714850366617976,0.7430797281617769
datafly_shuffled,129,0.7745667143977606,0.7828609315431792
mondrian,129,0.8576487519158398,0.801425493121167
datafly,130,0.7482952084217799,0.7371125476545666
datafly_shuffled,130,0.6881786390162118,0.7831924415713575
mondrian,130,0.830604433954797,0.7861760318249627
datafly,131,0.6301702488972678,0.7430797281617769
datafly_shuffled,131,0.6755338087254359,0.7430797281617769
mondrian,131,0.7616222575608212,0.7306481021050887
datafly,132,0.6623893130320279,0.7425824631195094
datafly_shuffled,132,0.7274205061414806,0.7430797281617769
mondrian,132,0.8292794283781743,0.7863417868390519
datafly,133,0.7800062602088175,0.7430797281617769
datafly_shuffled,133,0.6359369086081469,0.7430797281617769
mondrian,133,0.8494240607887864,0.8009282280788994
datafly,134,0.6373587675303837,0.7642963699651915
datafly_shuffled,134,0.6824675296640356,0.7831924415713575
mondrian,134,0.8410730861390342,0.79678435272667
datafly,135,0.6939635756585811,0.7856787667826952
datafly_shuffled,135,0.7915508767890166,0.7848499917122493
mondrian,135,0.8479526958473949,0.7850157467263384
datafly,136,0.5818875608931232,0.7502071937676115
datafly_shuffled,136,0.6611394299612154,0.7783855461627714
mondrian,136,0.8524667381433804,0.799602187966186
datafly,137,0.6300539673173925,0.7430797281617769
datafly_shuffled,137,0.6222574888647436,0.7430797281617769
mondrian,137,0.8499728724284574,0.7278302668655727
datafly,138,0.7351223618976346,0.7430797281617769
datafly_shuffled,138,0.6805482359882855,0.7430797281617769
mondrian,138,0.8404723219618199,0.7729156306978286
datafly,139,0.5792631662265332,0.7493784186971656
datafly_shuffled,139,0.6545457750786123,0.7430797281617769
mondrian,139,0.8345193670713016,0.793966517487154
datafly,140,0.689613953789585,0.7429139731476877
datafly_shuffled,140,0.7664671554906347,0.7344604674291397
mondrian,140,0.8356490829153864,0.7642963699651915
datafly,141,0.7841441862807883,0.7430797281617769
datafly_shuffled,141,0.5650820663006484,0.7430797281617769
mondrian,141,0.8376950918523742,0.7760649759655229
datafly,142,0.6957948666287697,0.78269517652909
datafly_shuffled,142,0.7296717347974067,0.7430797281617769
mondrian,142,0.8719331093090026,0.7944637825294215
datafly,143,0.7546806933720938,0.725343941654235
datafly_shuffled,143,0.6367138221093306,0.7430797281617769
mondrian,143,0.8391024155771265,0.7957898226421349
datafly,144,0.818576845862146,0.7846842366981601
datafly_shuffled,144,0.6411477769063056,0.7430797281617769
mondrian,144,0.8572316924870297,0.8012597381070777
datafly,145,0.6270081958366014,0.7430797281617769
datafly_shuffled,145,0.8072865952379238,0.7427482181335986
mondrian,145,0.7583593935512652,0.7371125476545666
datafly,146,0.6084853172918481,0.7588264545002487
datafly_shuffled,146,0.7999340879163579,0.7815348914304657
mondrian,146,0.8373124275938492,0.79678435272667
datafly,147,0.6887205428392564,0.7430797281617769
datafly_shuffled,147,0.7444438847833752,0.7241836565556108
mondrian,147,0.8472100336036495,0.7709265705287585
datafly,148,0.7822981442438459,0.7853472567545168
datafly_shuffled,148,0.7815717441517419,0.7445715232885795
mondrian,148,0.843881401423298,0.8039118183325046
datafly,149,0.805820339202579,0.7440742582463119
datafly_shuffled,149,0.6984215639009016,0.7797115862754849
mondrian,149,0.8230374964921243,0.7825294215150008
datafly,150,0.7305704705230512,0.7430797281617769
datafly_shuffled,150,0.6359733905147043,0.7430797281617769
mondrian,150,0.7968946486008073,0.757334659373446
datafly,151,0.6993708849920488,0.7430797281617769
datafly_shuffled,151,0.6603106358789116,0.7430797281617769
mondrian,151,0.8474349693825419,0.7851815017404277
datafly,152,0.6265823577241622,0.7430797281617769
datafly_shuffled,152,0.7796800817424967,0.7391016078236367
mondrian,152,0.8503112115302972,0.7651251450356373
datafly,153,0.6091927928446532,0.7430797281617769
datafly_shuffled,153,0.736977470443899,0.727167246809216
mondrian,153,0.8436153785267642,0.7924747223603514
datafly,154,0.7764796759082699,0.7439085032322228
datafly_shuffled,154,0.6944727393090745,0.743245483175866
mondrian,154,0.8259946896159687,0.78269517652909
datafly,155,0.7056043260201621,0.7430797281617769
datafly_shuffled,155,0.6091569585459047,0.7430797281617769
mondrian,155,0.8564153468659379,0.7934692524448864
datafly,156,0.6332974750491103,0.7424167081054202
datafly_shuffled,156,0.5801693134637663,0.7430797281617769
mondrian,156,0.8064513250775331,0.762970329852478
datafly,157,0.7233280565289659,0.7289905519641969
datafly_shuffled,157,0.6724119073489095,0.7583291894579811
mondrian,157,0.8384373943140034,0.7870048068954086
datafly,158,0.6279988918710828,0.7659539201060832
datafly_shuffled,158,0.6482667136781964,0.7430797281617769
mondrian,158,0.8574274859145302,0.811868059008785
datafly,159,0.7339569556676477,0.7430797281617769
datafly_shuffled,159,0.6392315054003295,0.7429139731476877
mondrian,159,0.8619146165082425,0.810044753853804
datafly,160,0.7572182366358932,0.7430797281617769
datafly_shuffled,160,0.6869489037438927,0.7387700977954583
mondrian,160,0.8825845308081427,0.7884966020222112
datafly,161,0.6550041374943334,0.7429139731476877
datafly_shuffled,161,0.6915923236887742,0.7430797281617769
mondrian,161,0.8643420664445612,0.8093817337974474
datafly,162,0.7060914710051593,0.7430797281617769
datafly_shuffled,162,0.6596411533175509,0.7379413227250124
mondrian,162,0.852544594993272,0.783689706613625
datafly,163,0.6778859202866744,0.7430797281617769
datafly_shuffled,163,0.7175914746029805,0.7492126636830764
mondrian,163,0.8532784065969649,0.7962870876844025
datafly,164,0.6443283947241552,0.7430797281617769
datafly_shuffled,164,0.7850964575852863,0.7435769932040445
mondrian,164,0.8582685845451994,0.7992706779380077
datafly,165,0.5589244673425774,0.7425824631195094
datafly_shuffled,165,0.6841764227583775,0.7790485662191281
mondrian,165,0.8450537874263344,0.7886623570363004
datafly,166,0.6237695811416606,0.7430797281617769
datafly_shuffled,166,0.729052621732279,0.7425824631195094
mondrian,166,0.8492859764126846,0.8017570031493453
datafly,167,0.7765265195397667,0.7430797281617769
datafly_shuffled,167,0.7821921524324869,0.7425824631195094
mondrian,167,0.8508423938462866,0.8017570031493453
datafly,168,0.7625958999230067,0.7429139731476877
datafly_shuffled,168,0.5911740410007699,0.7405934029504393
mondrian,168,0.8380938743496937,0.775236200895077
datafly,169,0.6300539673173925,0.7430797281617769
datafly_shuffled,169,0.5831829923798147,0.7498756837394331
mondrian,169,0.8656797363516653,0.8097132438256257
datafly,170,0.6279988918710828,0.7659539201060832
datafly_shuffled,170,0.6773280421376814,0.7452345433449362
mondrian,170,0.8641870003525866,0.8173379744737278
datafly,171,0.6238838479416866,0.7430797281617769
datafly_shuffled,171,0.6320425550286746,0.7520304989225924
mondrian,171,0.8370964144114326,0.7725841206696502
datafly,172,0.6805660092248135,0.781700646444555
datafly_shuffled,172,0.6592938196628122,0.742250953091331
mondrian,172,0.8372715563454772,0.7841869716558926
datafly,173,0.595074366963367,0.7430797281617769
datafly_shuffled,173,0.6867188590589538,0.742250953091331
mondrian,173,0.8407797198016882,0.7810376263881983
datafly,174,0.7594382362041547,0.7430797281617769
datafly_shuffled,174,0.6828622106452331,0.7395988728659042
mondrian,174,0.8376338569362395,0.7742416708105421
datafly,175,0.6447801371489424,0.7430797281617769
datafly_shuffled,175,0.726679930634008,0.7430797281617769
mondrian,175,0.7795709958049405,0.7545168241339301
datafly,176,0.6510671137559094,0.7430797281617769
datafly_shuffled,176,0.780730861390342,0.7430797281617769
mondrian,176,0.854611111510869,0.8007624730648102
datafly,177,0.5579998273045843,0.7430797281617769
datafly_shuffled,177,0.7654301914760421,0.7430797281617769
mondrian,177,0.8282990221122087,0.7823636665009116
datafly,178,0.7294149942794643,0.7430797281617769
datafly_shuffled,178,0.7731034805321897,0.7430797281617769
mondrian,178,0.8317706317054393,0.7888281120503895
datafly,179,0.6726499391968225,0.7651251450356373
datafly_shuffled,179,0.6580875421844531,0.7430797281617769
mondrian,179,0.8640491318457542,0.8075584286424664
datafly,180,0.7898540723737705,0.743245483175866
datafly_shuffled,180,0.7652766364689544,0.7430797281617769
mondrian,180,0.8725738812575103,0.8078899386706447
