algo,no,precision,dm,cm,entropy,discern,ilm,hellinger,bivariate_corr,auroc,lr_acc,avg_eq_size,ambiguity,granularity,dse
datafly_shuffled,15,0.17211640474769574,0.06707317073170732,0.24892248524633645,0.8965077594746553,0.31725930599170465,0.0636835478659143,0.44306819186849583,0.3308938266033899,0.6437413742237701,0.7430797281617769,0.05263157894736842,0.0801524150539468,0.057380276047306486,0.2437008621905685
mondrian,15,0.6198212347971572,0.902439024390244,0.16331808235528147,0.4743240099806224,0.0010236656717650598,0.04516075621220386,0.4295959395592573,0.01785282552828207,0.8323096572715563,0.7841869716558926,0.00023557126030624264,0.00013241980154611685,0.0251762431879324,0.19489042171160545
datafly,16,0.20301759388192653,0.07317073170731707,0.22544924076652745,0.9192239007404572,0.41155673735323495,0.05625733842130544,0.43095740022544143,7.474732586500312e-05,0.6443016988911514,0.7659539201060832,0.05263157894736842,0.028291669429525,0.05523815511271754,0.2302242795736049
datafly_shuffled,16,0.19743846193517955,0.0975609756097561,0.23300842119222864,0.8221538391059617,0.1485519208145255,0.06123718505436496,0.4550443603044792,0.32893324733224744,0.7983178746950848,0.7452345433449362,0.018518518518518517,0.0273898724664589,0.053048117281916135,0.24095456212285635
mondrian,16,0.6000013039684668,0.8780487804878049,0.13742457396724356,0.4319459947316402,0.0007064651316109197,0.0448413497865941,0.3632999680725441,0.013325340213568126,0.8427267167003663,0.7938007624730649,0.00014114326040931544,8.419681712259256e-05,0.026720764121451846,0.20469874867156745
datafly,17,0.12520721437570448,0.04878048780487805,0.22544924076652745,0.9484413733564848,0.5325889182786228,0.061748721537841986,0.44306819186849583,0.0016683913151881394,0.6279988918710828,0.7659539201060832,0.125,0.11190681431381652,0.06015249487100523,0.232578256960323
datafly_shuffled,17,0.15280955064871915,0.07926829268292683,0.21122604601816847,0.8777693800141361,0.2364915683015449,0.05884959531537826,0.4729193676950866,0.1872309295111136,0.8008534031790348,0.7787170561909498,0.06666666666666668,0.03965192896629804,0.055856771213453865,0.23141375231216016
mondrian,17,0.6504324222858283,0.9085365853658536,0.14236456468403952,0.42231699314662224,0.0005301808094082112,0.044387579976496484,0.4155283271511063,0.012943469076710687,0.8544346024047837,0.805237858445218,0.0001937608990505716,0.00012661287434188686,0.023795053113809573,0.2422321297688915
datafly,18,0.1827962336715072,0.054878048780487805,0.2477289304422784,0.8415141911701091,0.1881303331877235,0.06003750479120073,0.4562073150030765,0.00018050241376793563,0.7846494642844294,0.7442400132604011,0.03125,0.054596291138960716,0.05647212035537792,0.2397296599440831
datafly_shuffled,18,0.15433326702473293,0.12195121951219512,0.24892248524633645,0.8837981423178435,0.2791099492574547,0.06543998097053834,0.4582038485836121,0.003906348693836095,0.646714685586409,0.7430797281617769,0.041666666666666664,0.10875008288575028,0.05839844335736601,0.24868440268970365
mondrian,18,0.6343000660431273,0.902439024390244,0.1444864398912539,0.4120142125057011,0.0005922992302016032,0.05039181737018103,0.4596142719364522,0.017048265102253976,0.8209956610276817,0.7825294215150008,0.00013877324451845683,8.520904335993481e-05,0.024483479319384712,0.2358769378268617
datafly,19,0.18511289039188386,0.06707317073170732,0.2487235594456601,0.8541817976673876,0.2071825162709877,0.0599248104948724,0.4573278030322876,0.2466900222912461,0.7596112194455038,0.7430797281617769,0.0625,0.06303682337599185,0.056798253970697286,0.2394297121382945
datafly_shuffled,19,0.2334306780422756,0.0975609756097561,0.2474968503414893,0.8074985071159836,0.17360963350127334,0.05525966353506783,0.4410435620273167,0.26212521424364943,0.7532507753304599,0.7387700977954583,0.024390243902439025,0.016182219190971927,0.0519562439742188,0.23777909247296145
mondrian,19,0.621468434395634,0.8536585365853658,0.16129567004840528,0.4255129502743142,0.0006425220261750264,0.044930077105262436,0.3704161768570001,0.012510546786304273,0.8662702827167867,0.7919774573180839,0.00019175455417066154,0.0001260950513859293,0.025824713497324143,0.22425700474478816
datafly,20,0.15664623993398594,0.11585365853658534,0.24219216232345336,0.9130491837022092,0.3961417992949691,0.05877940270911064,0.4550299449905655,0.3330085916362389,0.643183064336238,0.7414221780208852,0.0625,0.04653381543586201,0.056211868508608126,0.19760568370412185
datafly_shuffled,20,0.12503453572928416,0.054878048780487805,0.2418606193223261,0.9543898351420538,0.5528681094505293,0.06705196916326632,0.4729193676950866,0.246910173551514,0.5806227828427104,0.7449030333167578,0.14285714285714288,0.22174885249283496,0.06159745766645173,0.2384785216020977
mondrian,20,0.6210850819281084,0.8170731707317073,0.16252237915257609,0.4495840544700409,0.0006496251057893898,0.04569256907693145,0.4318416110486696,0.019448515229465,0.8378148273405626,0.7644621249792807,0.00029411764705882356,0.00022738407110571806,0.0267627525127289,0.2375205692065699
