algo,no,avg_eq_size,ambiguity,granularity,dse
mondrian,46,0.0001473187978786093,9.900391235433288e-05,0.02954522579311169,0.21878046711952986
datafly,47,0.05555555555555556,0.11047060160845719,0.058369844657513145,0.24091806551677272
datafly_shuffled,47,0.034482758620689655,0.031171672965983693,0.055411313624008016,0.23895495844703
mondrian,47,0.0001380643379814994,8.184966837428912e-05,0.024346497273493684,0.23910875335745854
datafly,48,0.049999999999999996,0.08921794299577798,0.05775723354771686,0.20177910647885086
datafly_shuffled,48,0.047619047619047616,0.03314656410936499,0.055492817945118456,0.23859414578212482
mondrian,48,0.00021440823327615783,0.00012778638134581225,0.026537018728750382,0.1844842430234551
datafly,49,0.05555555555555555,0.05675384668820117,0.056532683041185326,0.2426039931044427
datafly_shuffled,49,0.047619047619047616,0.032494529540481404,0.055520213866790555,0.23821041092117562
mondrian,49,0.0002268602540834846,0.00013037072301309892,0.028762613922550955,0.22501525031893396
datafly,50,0.08333333333333333,0.037011987121396306,0.0567313782574436,0.2324543808768928
datafly_shuffled,50,0.08333333333333333,0.05127975598435117,0.056559077686375324,0.24036642298226368
mondrian,50,0.00016118633139909736,9.05368994463753e-05,0.02648556620733987,0.2490835369283853
datafly,51,0.07142857142857144,0.08724317258234107,0.05759758316531038,0.24003976622779402
datafly_shuffled,51,0.0625,0.1162743407819994,0.058563204233430574,0.240874464127765
mondrian,51,0.00021110407430863416,0.0001423553122848145,0.02655573444929207,0.2426018532451677
datafly,52,0.07142857142857144,0.15660481021531353,0.059477326037509784,0.24086355162499787
datafly_shuffled,52,0.023809523809523808,0.0195777833711563,0.05215122075706844,0.23979677605016078
mondrian,52,0.00014094432699083862,8.855231309734211e-05,0.02631932690854245,0.21709706331235512
datafly,53,0.049999999999999996,0.04561329604449698,0.056182500521948675,0.19982641142538055
datafly_shuffled,53,0.05555555555555555,0.08764102418369377,0.05784856184036484,0.24229989283734257
mondrian,53,0.000253613999492772,0.0001752562814026882,0.03103001101887541,0.19753899758741666
datafly,54,0.0625,0.05557397461117374,0.05685303611980169,0.23161703743152498
datafly_shuffled,54,0.02777777777777778,0.026193002232389545,0.053381625443939776,0.24121088774560243
mondrian,54,0.0001463271875914545,8.820078542184023e-05,0.025511815418884733,0.22915323239015875
datafly,55,0.16666666666666669,0.16162484488523882,0.060806679483787096,0.24396257623785808
datafly_shuffled,55,0.041666666666666664,0.034105828525959815,0.05556104600482412,0.2402231038155492
mondrian,55,0.0001495215311004785,0.00010095883472979953,0.031796056424912233,0.23649622333428758
datafly,56,0.0625,0.08185188868996308,0.05742487024282778,0.24079131960831837
datafly_shuffled,56,0.04166666666666667,0.06510620427469443,0.05686405362333329,0.23994384827452683
mondrian,56,0.00018050541516245486,0.00012925024118966492,0.0228614499351142,0.24034721971890458
datafly,57,0.049999999999999996,0.04514142150903639,0.05622425560863605,0.23226392095887383
datafly_shuffled,57,0.16666666666666666,0.1265101783701346,0.060344644398062044,0.24077592119209465
mondrian,57,0.00026809651474530834,0.00018162503355806964,0.024122083084378337,0.2266398125495936
datafly,58,0.018518518518518517,0.03297487219806695,0.053510931369053605,0.23788305112910854
datafly_shuffled,58,0.05555555555555556,0.08239893464182305,0.05744324325080692,0.24051256243590638
mondrian,58,0.00028620492272467084,0.0001808633075490134,0.027388680611373093,0.21127176214336277
datafly,59,0.08333333333333333,0.08322466090518607,0.05757981327753589,0.2329726024966699
datafly_shuffled,59,0.0625,0.05945726410715469,0.056679741889154006,0.23889059327098192
mondrian,59,0.00013896609227348526,8.658928996481731e-05,0.025363706724881842,0.21336032719516757
datafly,60,0.027777777777777776,0.0416096728459967,0.05456046231464583,0.23950221125994842
datafly_shuffled,60,0.049999999999999996,0.06810998386490728,0.056981787742132715,0.2232408260474824
mondrian,60,0.00015186028853454822,8.465440109096595e-05,0.023264469710379893,0.23844284584415942
datafly,61,0.05555555555555556,0.06147091420614399,0.05674542105623821,0.238160156172583
datafly_shuffled,61,0.07692307692307693,0.0873862623315577,0.05761015140098698,0.23577339667737385
mondrian,61,0.0002002803925495694,0.00014486866454375153,0.02876532853428005,0.23292319530948583
datafly,62,0.05882352941176471,0.1419444523383254,0.059122490894151086,0.24311449633689475
datafly_shuffled,62,0.05882352941176471,0.15252304223857832,0.05938014405330717,0.24222419525297764
mondrian,62,0.0003526093088857546,0.00024165245205260197,0.03211003028151457,0.23050427011761043
datafly,63,0.125,0.16614172358154852,0.06086600303801449,0.23307080074536676
datafly_shuffled,63,0.05555555555555555,0.10915303393421553,0.0577436770901962,0.24104898849645254
mondrian,63,0.00019204916458613405,0.0001374879377355677,0.02545429474427259,0.2514021785048984
datafly,64,0.05555555555555556,0.04905178701677607,0.05633624589035454,0.24045476537434035
datafly_shuffled,64,0.125,0.11338033876327094,0.060171883350603306,0.23512638233507577
mondrian,64,0.0002836879432624114,0.00017979052924161043,0.026964045975688293,0.16057498787441857
datafly,65,0.06666666666666667,0.06641248369913577,0.05691394502845907,0.23070418742059648
datafly_shuffled,65,0.125,0.05951196870234071,0.059463089007696326,0.23243524874871954
mondrian,65,0.00019065776930409916,0.00012952425048031312,0.02486417968259114,0.20581083642185385
datafly,66,0.125,0.16559467762968855,0.06085891412516144,0.2330647488601788
datafly_shuffled,66,0.05555555555555556,0.08059620904259854,0.05738400279006353,0.2397692283564037
mondrian,66,0.00013478905512872354,8.140607914338363e-05,0.021943210704416023,0.291448393250464
datafly,67,0.0625,0.08594340560970755,0.058596794774334264,0.23592784367164785
datafly_shuffled,67,0.045454545454545456,0.0540172574271772,0.056594890631752943,0.24333468750318288
mondrian,67,0.00020751193193608637,0.00014178436897539277,0.027560585367079914,0.23233419309926961
datafly,68,0.07142857142857144,0.09387971619919104,0.05782236246486223,0.23974956045537846
datafly_shuffled,68,0.041666666666666664,0.057059260943287206,0.05659128783677621,0.24046906911215066
mondrian,68,0.00014104372355430183,8.754119343019324e-05,0.027993621115059025,0.2149077029896906
datafly,69,0.16666666666666669,0.2794244413500432,0.06235667417411346,0.2422350448233725
datafly_shuffled,69,0.015873015873015872,0.017446897862652785,0.052033713068012896,0.23881571384663022
mondrian,69,0.00012663036596175764,8.228591351135081e-05,0.02101516780806354,0.22143617122095394
datafly,70,0.03571428571428572,0.05969614422255874,0.05546877796153109,0.24147927330096136
datafly_shuffled,70,0.16666666666666669,0.2889480140574232,0.062481984341315834,0.24186729773262589
mondrian,70,0.0002032520325203252,0.00013221705476189292,0.02754196836307996,0.23679288489708483
datafly,71,0.01639344262295082,0.017073517292335673,0.05202392153959302,0.2422147425343812
datafly_shuffled,71,0.02,0.018212920072876306,0.05227602717002411,0.2361849003224188
mondrian,71,0.0002738225629791895,0.00017789646119074798,0.02800339365555232,0.22002443428160798
datafly,72,0.125,0.06367835908317308,0.05951790993375992,0.2324477270509858
datafly_shuffled,72,0.125,0.17067265338600132,0.06035841714303368,0.24008787477748475
mondrian,72,0.00025726781579624386,0.00019124585989434886,0.03114827632424578,0.23408183197787574
datafly,73,0.16666666666666669,0.21745629158101804,0.06154130378241578,0.2409375928614839
datafly_shuffled,73,0.125,0.12101124515849704,0.06027229001369839,0.2483148333414691
mondrian,73,0.00026809651474530834,0.00018199902222298242,0.027486123629101262,0.19490743006443043
datafly,74,0.029411764705882353,0.05134164401122826,0.0554301457234862,0.24437256300298965
datafly_shuffled,74,0.05555555555555556,0.08244424551864375,0.05744415208578808,0.2416692048380189
mondrian,74,0.0002626050420168067,0.000183544599825329,0.028475848184325938,0.2128673684100163
datafly,75,0.0625,0.02741971133656035,0.05562640941666917,0.23068335956264607
datafly_shuffled,75,0.05555555555555556,0.03800698450589041,0.055794347579827874,0.23830912310738556
mondrian,75,0.00015320974413972729,9.018112551808961e-05,0.028852056851528904,0.23477017095559244
datafly,76,0.05555555555555555,0.07149535366165563,0.05708222387490214,0.2418488738419445
datafly_shuffled,76,0.06666666666666667,0.03014536318693868,0.05533736111570101,0.23180807987229166
mondrian,76,0.00020263424518743666,0.00015308244458417863,0.030179292742476643,0.22630721981031815
datafly,77,0.020833333333333336,0.02422660490494188,0.053198967270091935,0.23670474428514723
datafly_shuffled,77,0.010526315789473686,0.017486485675763577,0.05202729098036887,0.23828666026430367
mondrian,77,0.00030165912518853697,0.0001994861485165818,0.03103737527991724,0.2315603802352571
datafly,78,0.16666666666666666,0.16666666666666669,0.060873019244069036,0.24301708042093007
datafly_shuffled,78,0.05555555555555555,0.10321541453926572,0.058140036124842684,0.24056728848625442
mondrian,78,0.00022492127755285648,0.00014266649627125538,0.02898771410772381,0.22993181925272888
datafly,79,0.16666666666666669,0.19905178701677606,0.06129913924867575,0.24075482040830112
datafly_shuffled,79,0.04,0.08195079901863271,0.05744460771505864,0.23736563447687742
mondrian,79,0.00013123359580052493,8.166524280725907e-05,0.021892986441225955,0.22153833851125498
datafly,80,0.125,0.11190681431381651,0.06015249487100522,0.232578256960323
datafly_shuffled,80,0.05555555555555556,0.04873871569714021,0.05633117303315684,0.2403001806120761
mondrian,80,0.00024588148512417015,0.00018193652189638416,0.022681653984263087,0.21889975591917965
datafly,81,0.058823529411764705,0.03631663526759421,0.056589087203609716,0.1982027247310511
datafly_shuffled,81,0.04166666666666667,0.08590002873372674,0.05755973408335212,0.24031310566739666
mondrian,81,0.0002403846153846154,0.00017224823200749672,0.03318543336948668,0.2208747744755743
datafly,82,0.14285714285714288,0.11333244921866366,0.06017092604442315,0.23257914127923382
datafly_shuffled,82,0.041666666666666664,0.06770599257834851,0.056980442666360605,0.24433696163802068
mondrian,82,0.00014150275930380644,8.460700475579851e-05,0.025405187378983403,0.2134488101136159
datafly,83,0.16666666666666666,0.19703269013991115,0.06127257218450646,0.24076046115468847
datafly_shuffled,83,0.05263157894736842,0.06567572147440857,0.05688901386725588,0.23858646824170213
mondrian,83,0.00019573302016050108,0.0001268727738864398,0.023146908895365286,0.1787667327881159
datafly,84,0.05263157894736842,0.023282300269900563,0.055391338642902084,0.23236128593863656
datafly_shuffled,84,0.04166666666666667,0.03269179762615212,0.05555174680529689,0.23905434420997232
mondrian,84,0.00022805017103762825,0.00013938175807463,0.029418172733500874,0.22911641678850558
datafly,85,0.05555555555555556,0.11395409234577726,0.05849557236947256,0.24180378740509953
datafly_shuffled,85,0.05555555555555555,0.0833193348510635,0.05748684794142301,0.23579668240256627
mondrian,85,0.0001789228842368939,0.0001271959285281242,0.024487143190903574,0.22354247743233094
datafly,86,0.03125,0.022288144022279684,0.054878296448917244,0.23488511122094924
datafly_shuffled,86,0.05555555555555556,0.045622158860670906,0.05622739654233094,0.23236093352494608
mondrian,86,0.0001399972000559989,8.811994187618501e-05,0.026647012141122813,0.24004766302374816
datafly,87,0.08333333333333334,0.14021119289171807,0.05944281835227653,0.24275770430762753
datafly_shuffled,87,0.07142857142857144,0.0844318458104016,0.05752345581446416,0.23280510912679134
mondrian,87,0.0001725327812284334,8.89119276804286e-05,0.028657120596932487,0.19748578377008716
datafly,88,0.16666666666666669,0.18843246469067038,0.06115941132333225,0.24294822651554143
datafly_shuffled,88,0.05555555555555556,0.08416274340782001,0.057501808576992886,0.23995390421368637
mondrian,88,0.00013089005235602096,8.389050238883257e-05,0.02193280531785373,0.18907806573251562
datafly,89,0.043478260869565216,0.022653228123687644,0.05538909442638862,0.23233427504048812
datafly_shuffled,89,0.05555555555555556,0.06355347788608183,0.05680276179220385,0.24049418025016225
mondrian,89,0.00015556938394523958,9.069641960076023e-05,0.026298441188912693,0.2388324051155906
datafly,90,0.04,0.05017627036226598,0.056360711728047366,0.23849492141455603
datafly_shuffled,90,0.0196078431372549,0.01406500137353529,0.05166532849342079,0.24008106109181637
mondrian,90,0.0002430133657351154,0.00017357743039805748,0.02169260100810573,0.181604952109317
datafly,91,0.04166666666666667,0.051775294362821724,0.056351829034608655,0.23644825702062244
datafly_shuffled,91,0.01388888888888889,0.02713016378224256,0.05332724075866717,0.2414867847633736
mondrian,91,0.0001485663348685188,8.109152773112807e-05,0.022308004917380723,0.2035225810670687
datafly,92,0.034482758620689655,0.04326746679044272,0.056237800885195255,0.2393560294223173
datafly_shuffled,92,0.04166666666666667,0.048250005525716684,0.05652230258769766,0.24050319368170459
mondrian,92,0.0003091190108191654,0.00023012074744290168,0.028227226636904714,0.21758052706759856
datafly,93,0.05555555555555555,0.08032900117145193,0.057375189687417644,0.23995390421368637
datafly_shuffled,93,0.05555555555555555,0.07721802267754127,0.05727194603355785,0.23981035060950223
mondrian,93,0.0002047921359819783,0.00013252790591250385,0.02835005677332291,0.2049657405584604
datafly,94,0.16666666666666666,0.16954280220144552,0.060910863132684546,0.24074931689441798
datafly_shuffled,94,0.045454545454545456,0.10088095711728094,0.05806855495523875,0.23993442086327704
mondrian,94,0.00019546520719311962,0.0001362313999865535,0.02775039847349856,0.23520812074334313
datafly,95,0.0625,0.09345589372941669,0.05799835238661973,0.2421217724767716
datafly_shuffled,95,0.047619047619047616,0.06691984974260685,0.05693505804407284,0.23392251475098924
mondrian,95,0.00015673981191222572,0.00014838984156234262,0.033001267388669694,0.23283450232038772
datafly,96,0.05555555555555556,0.08718144243308355,0.05760152595112579,0.23962501968533473
datafly_shuffled,96,0.0625,0.07806953561876974,0.05731205837428634,0.24121759124344927
mondrian,96,0.00020255215718047398,0.00012975656283585143,0.025245553375475908,0.20139370401613227
datafly,97,0.16666666666666666,0.10575748103100402,0.06007158259096822,0.24210416943600513
datafly_shuffled,97,0.04166666666666667,0.040893600328534035,0.05593746791885165,0.2293152716533209
mondrian,97,0.000223463687150838,0.0001693497932502516,0.03239174271332897,0.2327954581847813
datafly,98,0.09090909090909091,0.17144128057694794,0.05982488323033935,0.24195356939657717
datafly_shuffled,98,0.05555555555555555,0.08137762432073156,0.0573782215609148,0.24243201386806834
mondrian,98,0.00024125452352231604,0.0001548104267117314,0.02901175017984985,0.19834228154007608
datafly,99,0.05555555555555555,0.0797239351943947,0.05735537708482835,0.24105571964233435
datafly_shuffled,99,0.041666666666666664,0.055045610844297946,0.05653998591975966,0.24216525930189076
mondrian,99,0.0001495215311004785,8.484700451104889e-05,0.022377936987662887,0.20709540912834645
datafly,100,0.018518518518518517,0.027780382758500918,0.05353021009600825,0.23963606938480075
datafly_shuffled,100,0.16666666666666669,0.22139336471940405,0.0615931073763419,0.24187542380171445
mondrian,100,0.00017765144785930007,0.00013083501694998264,0.019929688704652476,0.2534888319737661
datafly,101,0.06666666666666667,0.0540722953195601,0.05657952179944295,0.24000021695411503
datafly_shuffled,101,0.045454545454545456,0.07005835156819838,0.0575233516013863,0.23950602289212486
mondrian,101,0.00015573898146706118,9.460044399874038e-05,0.0279802401206212,0.23421656500888538
datafly,102,0.08333333333333333,0.09961706783369802,0.05801206488881548,0.24126637929988187
datafly_shuffled,102,0.05555555555555555,0.04797979797979798,0.056432931390990274,0.2399612006802
mondrian,102,0.00018601190476190475,0.00013111660607130487,0.025163139126137213,0.20962061862801773
datafly,103,0.16666666666666666,0.22140441615277504,0.061593252789938886,0.2339108284041658
datafly_shuffled,103,0.043478260869565216,0.02752819957415143,0.05593164709810171,0.23237808158869624
mondrian,103,0.00014158289678606824,8.66403207940748e-05,0.028465833357131914,0.22346008482586935
datafly,104,0.14285714285714288,0.2214559895085059,0.0615936042061316,0.23391034757069262
datafly_shuffled,104,0.05555555555555556,0.059438555609233945,0.056661139335425346,0.2406606395603853
mondrian,104,0.0001599488163787588,8.626713308760698e-05,0.028503417914153034,0.220502337897049
datafly,105,0.045454545454545456,0.07915754923413568,0.05776068840370641,0.23925512922358264
datafly_shuffled,105,0.04166666666666667,0.0439874676745574,0.05618263096649892,0.24090523465632133
mondrian,105,0.0003313452617627568,0.00021265934422034434,0.022834721318246782,0.20561695711340347
